	SAMPLE_100008_1	SAMPLE_100008_2	SAMPLE_100008_3	SAMPLE_100137_1	SAMPLE_100137_2	SAMPLE_100137_3	SAMPLE_100177_1	SAMPLE_100177_2	SAMPLE_100177_3	SAMPLE_100200_2	SAMPLE_100200_3	SAMPLE_100206_1	SAMPLE_100206_2	SAMPLE_100206_3	SAMPLE_100217_1	SAMPLE_100217_2	SAMPLE_100217_3	SAMPLE_100248_1	SAMPLE_100248_2	SAMPLE_100248_3	SAMPLE_100255_1	SAMPLE_100255_2	SAMPLE_100255_3	SAMPLE_100256_1	SAMPLE_100256_2	SAMPLE_100256_3	SAMPLE_100257_1	SAMPLE_100257_2	SAMPLE_100257_3	SAMPLE_100261_1	SAMPLE_100261_2	SAMPLE_100261_3	SAMPLE_100267_1	SAMPLE_100267_2	SAMPLE_100267_3	SAMPLE_100306_1	SAMPLE_100306_2	SAMPLE_100306_3	SAMPLE_100337_1	SAMPLE_100337_2	SAMPLE_100337_3	SAMPLE_NTC_1	SAMPLE_NTC_2	SAMPLE_NTC_3	SAMPLE_NTC_4	SAMPLE_NTC_5	SAMPLE_NTC_6	SAMPLE_NTC_7	SAMPLE_NTC_8	SAMPLE_water1_1	SAMPLE_water2_1	SAMPLE_water3_1	SAMPLE_water4_1	SAMPLE_water5_1	SAMPLE_water6_1
Desulfobaccaceae	10.0	26.5	131.0	6.0	15.0	390.5	98.5	9.0	119.0	28.0	311.0	110.5	0.0	146.0	8.5	6.0	20.5	150.5	127.5	84.0	67.5	0.0	103.0	73.5	0.0	194.5	23.0	24.5	138.5	99.0	248.5	168.0	8.0	127.5	170.0	149.0	95.5	245.0	179.0	512.0	181.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	25.0	148.5	0.0	25.0	65.0	257.0
Desulfomonilaceae	23.5	39.5	132.0	3.5	48.5	385.5	95.0	1.0	143.5	16.0	261.5	72.0	2.0	196.0	4.0	6.5	50.5	169.0	175.5	64.5	83.0	0.0	147.5	56.0	0.0	63.0	24.0	31.5	115.5	65.0	68.0	277.0	17.0	163.5	255.0	233.0	117.5	413.0	195.0	359.0	346.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	180.0	1.0	44.5	51.0	270.5
Geopsychrobacteraceae	4.0	7.0	58.0	3.5	1.5	96.0	57.0	4.0	20.0	4.0	63.0	20.0	0.0	58.5	2.5	0.0	23.5	29.5	22.0	32.5	14.5	0.0	37.0	23.0	0.0	44.0	9.0	20.5	112.0	35.0	7.5	69.0	1.5	42.0	48.5	32.0	29.0	86.0	42.5	68.5	74.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	33.0	0.0	5.0	2.0	5.0
Trichloromonadaceae	0.0	1.0	0.0	0.0	0.0	1.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Geothermobacteraceae	0.0	1.0	31.5	2.0	16.5	35.0	8.0	0.0	7.5	1.0	29.5	25.0	0.0	26.0	1.0	2.5	1.0	10.0	9.0	3.0	1.0	0.0	14.0	1.0	0.0	35.0	1.5	0.0	19.0	0.0	0.0	10.5	1.0	2.0	33.5	16.0	12.0	18.0	10.0	42.0	32.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	1.0	0.0	0.0	2.0	1.5
Geoalkalibacteraceae	7.0	16.5	36.5	2.0	16.5	184.0	108.0	4.5	116.5	10.5	112.0	35.5	0.5	87.5	14.0	17.0	26.0	47.5	180.0	52.0	55.0	2.0	114.5	48.5	0.0	54.5	37.5	83.5	186.5	9.0	76.0	107.5	10.0	107.5	67.0	109.0	51.5	124.0	189.5	307.5	178.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	72.0	81.0	0.0	200.0	32.0	134.5
Deferrisomataceae	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Magnetospirillaceae	127.0	384.0	1619.5	64.0	134.5	2762.0	696.0	80.5	1294.0	237.5	2832.5	1666.5	9.0	1562.5	179.0	149.5	625.0	1481.0	1747.0	850.0	408.0	5.5	765.5	642.5	8.0	1051.5	330.0	602.0	1490.0	499.5	416.5	2960.5	234.5	1380.0	1571.5	1731.0	1002.0	2570.0	1638.0	3330.5	2350.0	2.0	4.0	4.0	3.0	6.0	6.0	1.0	5.5	244.5	1608.0	5.0	505.5	616.5	5325.0
Neomoorellaceae	40.0	78.0	329.5	13.0	55.0	550.0	219.0	6.0	212.5	46.0	641.5	217.5	1.0	318.5	18.0	27.5	173.0	307.5	529.5	183.0	84.0	0.0	164.0	57.0	3.0	424.5	91.0	30.5	162.0	254.0	76.0	597.0	15.5	223.5	379.5	309.5	160.5	373.5	298.5	487.5	374.0	0.0	1.0	1.0	0.0	2.0	3.0	2.0	0.0	105.0	472.0	4.0	143.0	78.5	230.0
Calderihabitantaceae	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
