	SAMPLE_100008_1	SAMPLE_100008_2	SAMPLE_100008_3	SAMPLE_100137_1	SAMPLE_100137_2	SAMPLE_100137_3	SAMPLE_100177_1	SAMPLE_100177_2	SAMPLE_100177_3	SAMPLE_100200_2	SAMPLE_100200_3	SAMPLE_100206_1	SAMPLE_100206_2	SAMPLE_100206_3	SAMPLE_100217_1	SAMPLE_100217_2	SAMPLE_100217_3	SAMPLE_100248_1	SAMPLE_100248_2	SAMPLE_100248_3	SAMPLE_100255_1	SAMPLE_100255_2	SAMPLE_100255_3	SAMPLE_100256_1	SAMPLE_100256_2	SAMPLE_100256_3	SAMPLE_100257_1	SAMPLE_100257_2	SAMPLE_100257_3	SAMPLE_100261_1	SAMPLE_100261_2	SAMPLE_100261_3	SAMPLE_100267_1	SAMPLE_100267_2	SAMPLE_100267_3	SAMPLE_100306_1	SAMPLE_100306_2	SAMPLE_100306_3	SAMPLE_100337_1	SAMPLE_100337_2	SAMPLE_100337_3	SAMPLE_NTC_1	SAMPLE_NTC_2	SAMPLE_NTC_3	SAMPLE_NTC_4	SAMPLE_NTC_5	SAMPLE_NTC_6	SAMPLE_NTC_7	SAMPLE_NTC_8	SAMPLE_water1_1	SAMPLE_water2_1	SAMPLE_water3_1	SAMPLE_water4_1	SAMPLE_water5_1	SAMPLE_water6_1
Nimaviridae	1697.0	2328.5	29479.0	759.5	1528.5	29191.5	6923.0	722.0	25800.0	2000.0	18411.5	11017.5	111.5	6943.0	1504.5	1333.5	7652.0	12302.0	14799.5	7881.0	5094.5	77.5	11650.5	5795.0	77.0	14260.5	3617.5	5862.0	43814.0	7223.0	9076.5	64785.0	937.5	20393.0	11762.0	16301.0	11475.0	21770.0	16216.0	34716.0	24088.5	34.0	50.0	36.5	38.5	58.5	40.5	75.5	67.5	6237.0	12206.5	50.5	16238.5	7741.0	25530.0
Dicistroviridae	0.0	0.0	0.0	0.0	5.5	10.0	0.0	0.0	45.0	0.0	12.0	4.5	0.0	4.0	0.0	0.0	0.0	11.0	0.0	3.0	10.0	0.0	7.0	1.0	0.0	0.0	0.0	4.0	6.0	1.0	42.5	351.5	1.0	10.0	15.0	0.0	10.0	44.0	7.0	32.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.5	0.0	0.0	36.0	0.0	11.0
Tymoviridae	0.0	0.0	0.0	2.0	0.0	32.0	22.0	0.0	31.0	1.0	73.5	9.5	0.0	2.0	3.0	1.0	63.5	8.0	0.0	5.0	12.0	0.0	0.0	1.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	4.0	6.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0
Chrysoviridae	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	0.0	2.0	9.0	4.0	5.0	1.0	5.0	9.0	0.0	0.0	2.0	0.0	0.0	4.0	0.0	0.0	0.0	20.0	20.0	3.0	0.0	11.0	0.0	31.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Marnaviridae	0.0	7.0	93.0	2.0	8.0	143.0	12.0	3.0	113.0	14.0	128.0	31.0	1.0	54.0	5.0	20.0	61.0	90.0	27.0	54.0	52.0	0.0	63.0	72.0	1.0	130.0	53.0	39.0	117.0	14.0	22.0	94.0	6.0	81.0	98.0	49.0	41.5	121.0	69.0	165.0	118.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	6.0	61.0	0.0	1.0	56.0	28.0
Bicaudaviridae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alloherpesviridae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Mimiviridae	0.0	9.0	0.0	1.0	0.0	2.0	0.0	2.0	0.0	4.0	12.0	0.5	0.0	4.0	2.0	0.0	1.0	11.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	14.0	88.0	13.0	21.0	5.0	0.0	41.5	12.0	11.0	0.0	11.0	7.0	2.0	3.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5
Endornaviridae	32.0	65.0	27.0	14.0	15.0	1731.0	63.0	11.0	111.0	34.0	553.5	64.5	0.0	20.5	32.5	39.0	419.0	218.0	645.5	197.0	45.5	1.0	28.5	38.0	2.0	215.5	34.0	3290.5	470.5	118.5	86.0	165.0	1.0	189.5	107.0	189.0	73.5	176.0	112.0	476.0	68.0	0.0	0.0	1.0	2.0	1.0	1.0	0.0	0.0	16.0	59.0	0.0	93.5	23.0	2.0
Picobirnaviridae	613.0	976.0	7988.0	918.5	554.5	8144.5	3671.0	258.0	6205.0	727.0	6708.0	7568.5	23.5	3229.0	2148.0	1645.5	2137.5	2868.0	6280.5	2592.5	1707.5	20.0	3862.0	2255.5	24.0	6710.5	2783.5	4220.5	9052.5	2578.5	1463.5	5292.0	685.5	5315.0	3334.5	5214.5	2211.0	10386.5	6661.0	9478.5	12105.0	4.5	14.0	16.0	15.5	24.0	17.5	22.5	27.0	2464.5	6821.5	14.5	4503.5	2283.5	8300.5
Alphaflexiviridae	57.0	150.5	513.5	30.5	75.5	1038.5	879.0	44.0	580.5	114.5	1819.5	567.5	8.0	541.0	76.5	98.5	423.5	498.5	1288.0	843.5	471.0	2.0	497.5	318.0	2.5	719.5	202.0	411.5	1009.5	266.5	385.5	2518.5	55.5	2155.5	797.5	750.5	576.5	1206.0	490.0	2508.5	24037.0	1.0	8.5	11.5	25.0	36.0	15.0	27.0	32.5	150.0	1115.5	8.0	243.5	271.0	9181.5
