taxid	SAMPLE_100008_1	SAMPLE_100008_2	SAMPLE_100008_3	SAMPLE_100137_1	SAMPLE_100137_2	SAMPLE_100137_3	SAMPLE_100177_1	SAMPLE_100177_2	SAMPLE_100177_3	SAMPLE_100200_2	SAMPLE_100200_3	SAMPLE_100206_1	SAMPLE_100206_2	SAMPLE_100206_3	SAMPLE_100217_1	SAMPLE_100217_2	SAMPLE_100217_3	SAMPLE_100248_1	SAMPLE_100248_2	SAMPLE_100248_3	SAMPLE_100255_1	SAMPLE_100255_2	SAMPLE_100255_3	SAMPLE_100256_1	SAMPLE_100256_2	SAMPLE_100256_3	SAMPLE_100257_1	SAMPLE_100257_2	SAMPLE_100257_3	SAMPLE_100261_1	SAMPLE_100261_2	SAMPLE_100261_3	SAMPLE_100267_1	SAMPLE_100267_2	SAMPLE_100267_3	SAMPLE_100306_1	SAMPLE_100306_2	SAMPLE_100306_3	SAMPLE_100337_1	SAMPLE_100337_2	SAMPLE_100337_3	SAMPLE_NTC_1	SAMPLE_NTC_2	SAMPLE_NTC_3	SAMPLE_NTC_4	SAMPLE_NTC_5	SAMPLE_NTC_6	SAMPLE_NTC_7	SAMPLE_NTC_8	SAMPLE_water1_1	SAMPLE_water2_1	SAMPLE_water3_1	SAMPLE_water4_1	SAMPLE_water5_1	SAMPLE_water6_1
2189	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	15.0	4.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	7.0	1.0	0.0	2.0	2.0	0.0	12.0	0.0	5.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
2190	0.0	2.0	8.0	0.0	2.0	31.0	6.0	5.0	1.0	1.0	16.0	0.0	0.0	15.0	1.0	0.0	5.0	3.0	29.0	0.0	0.0	0.0	3.0	3.0	0.0	17.0	0.0	0.0	1.0	0.0	0.0	13.0	0.0	6.0	20.0	2.0	4.0	15.5	4.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	14.0	0.0	0.0	29.0	0.5
2198	1.0	3.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.5	0.0	0.0	2.0	0.0	0.0	1.0	2.0	0.0	5.0	0.0	7.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5
2201	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2208	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	12.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2209	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.5	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
2213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2223	0.0	3.0	0.0	0.0	0.0	3.0	1.0	0.0	8.0	1.0	4.0	0.0	0.0	3.0	0.0	0.0	1.0	12.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	9.0	9.0	0.0	0.0	12.0	2.0	9.0	5.0	6.0	9.0	6.0	3.0	4.0	9.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
2224	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.5	0.0	3.0	0.0	0.0	61.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2234	0.0	0.0	0.0	0.0	1.0	6.0	1.0	0.0	6.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	4.0	2.0	0.0	0.0	5.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	6.0	10.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	4.0
2238	396.5	1168.5	5716.0	228.5	2440.5	9435.0	1811.5	84.0	4009.5	840.0	11741.0	2593.5	26.5	6574.5	145.0	247.0	1211.5	6970.5	5340.5	2846.0	1278.5	28.0	2739.0	1937.0	32.0	4068.5	1273.0	1153.5	3308.5	1708.5	935.0	8091.5	620.0	4361.5	6864.5	6067.5	3212.5	8175.0	5111.0	10625.0	6947.0	12.0	6.0	19.0	12.0	15.0	9.0	21.0	20.0	488.0	5019.5	9.0	402.0	1359.0	1101.0
2242	5.0	0.0	0.0	1.0	0.0	20.0	0.0	0.0	6.0	14.0	29.5	4.5	0.0	6.0	7.0	0.0	0.0	9.0	5.0	7.0	0.0	0.0	4.0	1.0	0.0	8.0	1.0	7.0	62.0	0.0	0.0	13.0	0.0	8.0	17.5	8.0	5.0	10.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	12.0	2.0	0.0
2243	430.0	1004.5	2919.5	205.0	841.0	4218.0	2024.0	2943.0	2942.0	577.5	4048.0	4698.5	26.5	1354.5	716.5	674.5	2547.5	1006.5	4999.0	2327.0	1698.5	17.0	2768.5	1451.5	21.0	14171.5	1332.5	2088.0	7105.5	2875.0	1341.0	2479.5	137.5	2782.5	3968.0	3112.5	2186.5	4440.5	5765.5	5671.5	12641.0	13.0	11.0	6.5	13.5	18.0	9.5	17.5	17.0	6384.5	3726.0	14.5	5406.0	1684.0	5171.5
2246	1.0	0.0	8.5	0.0	0.0	22.0	0.0	1.5	11.0	0.0	11.0	22.0	0.0	10.0	8.0	1.0	0.0	18.5	31.5	1.5	0.0	0.0	6.0	3.0	0.0	7.0	9.0	8.0	0.0	0.0	5.0	3.0	0.5	3.0	12.0	66.0	1.0	0.0	1.0	153.0	74.0	0.0	0.5	1.0	0.0	0.0	0.0	0.0	0.0	7.5	11.5	0.0	88.0	0.0	0.0
2248	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2250	58.0	74.0	890.0	46.0	29.5	2037.0	152.5	14.0	408.5	148.0	670.0	918.5	2.5	300.0	32.0	50.0	124.0	1258.5	2090.0	241.5	236.0	4.5	156.0	235.0	6.0	420.5	147.0	333.0	189.0	59.0	781.0	318.0	26.5	440.0	112.5	299.5	146.5	554.5	374.0	7838.5	10774.5	2.5	3.0	10.0	9.0	22.0	17.0	21.0	18.5	1751.0	460.0	4.5	2631.5	604.5	404.5
2252	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	1.0	0.0	0.0	1.5	0.0	0.0	2.0	11.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	5.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	6.0	0.0
2253	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	4.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0
2257	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	32.5	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	5.0	0.0	14.0	0.0	0.0	133.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.5
2261	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0
2265	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	3.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	7.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2269	4.5	2.0	61.5	1.0	8.0	107.0	16.0	0.0	28.0	7.0	87.0	21.0	0.0	27.0	0.0	9.0	17.0	76.0	73.5	27.0	73.0	1.0	31.0	20.5	0.0	32.0	5.0	9.0	35.5	12.5	12.0	70.0	15.0	33.5	53.0	81.0	34.5	73.0	73.5	109.5	13.5	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	53.0	0.0	10.5	0.0	26.5
2271	13.0	56.5	270.5	3.0	64.0	507.0	100.0	2.0	189.0	19.0	391.5	93.5	0.0	553.5	6.0	6.0	59.0	328.0	345.0	68.5	38.0	1.0	116.5	63.5	1.0	101.0	24.0	70.0	128.0	50.0	29.0	535.5	45.0	245.5	478.0	296.5	140.0	345.0	139.0	404.0	192.0	0.0	3.0	0.0	4.0	0.0	1.0	0.0	0.0	28.0	347.0	0.0	28.0	80.5	42.0
2275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
2277	53.0	71.0	609.0	204.5	121.0	281.5	420.5	24.0	207.5	80.0	501.0	746.5	2.0	210.5	141.0	104.0	339.0	150.5	407.5	148.0	204.5	1.0	391.0	180.5	1.0	643.5	119.5	173.5	574.5	95.5	148.0	386.5	12.5	388.0	218.0	320.5	181.5	483.0	610.0	423.5	637.0	1.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0	191.0	326.5	1.0	339.0	258.5	988.5
2280	1.0	0.0	11.0	0.0	1.0	16.0	5.0	0.0	11.5	0.0	6.0	2.0	0.0	7.0	0.0	0.0	0.0	5.0	32.0	6.0	6.0	0.0	4.0	5.0	0.0	17.5	1.0	15.0	1.0	0.0	0.0	18.0	0.0	0.0	0.0	16.0	4.0	5.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2283	3.0	0.0	2.0	0.0	0.0	0.0	3.5	0.0	0.0	0.0	0.0	7.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	5.0	0.0	21.0	4.0	1.0	0.0	25.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	4.0	0.0	0.0	0.0	9.0
2285	0.0	1.0	7.0	0.0	6.5	47.0	4.0	3.0	19.5	1.5	32.0	23.0	0.0	7.0	0.0	1.0	6.0	21.0	19.0	33.0	1.0	0.0	9.5	7.0	0.0	17.5	0.0	0.0	18.0	3.0	3.0	16.0	0.0	10.0	19.0	18.0	7.0	35.0	0.0	31.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5
2287	3.0	1.0	53.0	0.0	1.0	43.0	14.0	0.0	27.0	0.0	63.0	40.0	0.0	14.0	0.0	0.0	6.0	6.0	27.0	13.0	0.0	0.0	19.0	4.0	0.0	71.5	8.0	0.0	27.5	4.0	0.0	17.0	0.0	11.0	21.0	15.0	11.0	70.0	47.5	20.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0	0.0	0.0	0.0	44.0
2288	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2303	1.0	14.0	35.0	0.0	0.0	14.0	15.5	0.0	13.5	1.0	30.0	29.5	1.0	12.5	0.0	1.0	2.0	19.0	1.0	7.0	7.0	0.0	2.5	15.0	1.0	17.0	7.0	0.5	26.0	0.5	5.0	39.0	0.0	13.0	3.0	33.5	16.0	44.0	10.0	35.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0
2309	0.0	0.0	44.5	1.0	0.0	10.0	3.5	0.0	1.0	1.0	5.0	14.0	0.0	10.0	0.0	0.0	1.0	3.0	7.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	6.0	0.0	11.0	6.0	14.5	3.0	3.0	8.0	6.5	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
2312	2.0	9.5	13.0	6.0	0.0	24.0	6.0	0.0	18.0	0.0	20.0	23.0	0.0	19.0	0.0	1.0	2.0	12.0	63.5	5.0	1.5	0.0	2.0	3.0	0.0	11.0	2.0	0.0	10.0	3.0	3.0	45.0	0.0	16.0	23.0	14.5	16.0	20.0	5.0	6.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	2.0	0.0	0.0
2320	214.0	526.0	2024.5	80.0	372.0	2759.5	1101.5	191.0	2041.5	236.5	2527.5	1889.5	7.5	6366.5	317.0	241.5	1163.5	1128.5	1692.5	879.5	971.0	13.0	1323.5	707.0	9.5	1540.5	591.0	582.5	3300.0	1039.0	654.0	4236.0	132.0	1702.0	1195.0	2351.5	906.5	2265.0	1383.5	3285.5	2481.0	6.0	6.5	2.0	3.5	9.5	4.5	10.0	7.0	900.5	1676.5	9.0	5814.5	592.5	3628.5
2322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	6.0	6.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0
12915	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	5.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13773	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	14.0	5.0	6.0	0.0	0.0	0.0	15.0	5.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	3.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	3.0	23.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	29.0
13776	1681.0	4202.0	21979.5	789.5	2839.0	32924.0	10907.0	689.5	16745.0	2843.0	33183.5	13127.5	129.5	16898.5	1616.0	1907.0	6384.0	16541.5	19532.5	10112.5	7571.5	133.5	10891.0	7528.5	92.5	16786.0	4543.0	6126.5	18704.0	8549.0	4685.0	26254.5	2684.5	20356.0	18895.0	20371.5	12622.0	28646.0	21506.0	39298.0	30830.0	37.5	48.0	57.0	50.5	63.5	60.5	87.0	93.5	5520.5	22192.5	53.0	6721.5	7818.5	38933.0
28442	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	12.0	0.0	1.0	0.0	0.0	4.0	5.0	11.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	51.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0
28892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	9.0	6.0	0.0	0.0	2.0	0.0	1.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	18.0
29281	9057.5	11156.5	69136.0	3920.0	10531.5	75346.5	35129.0	4425.5	64435.5	7838.5	83129.5	76533.0	399.0	28728.0	12936.0	10952.0	34987.5	30929.5	66736.0	31466.0	28526.0	266.0	54935.0	25435.5	311.5	75165.0	33069.0	35034.0	90124.5	24547.0	22316.0	69691.5	3166.5	56251.0	32373.5	62428.5	31936.5	81168.5	64242.5	129620.5	171144.5	137.5	161.5	165.0	191.5	253.5	243.5	304.0	307.5	32509.0	50148.5	213.0	76334.5	26009.0	119788.5
29282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
