	SAMPLE_100008_1	SAMPLE_100008_2	SAMPLE_100008_3	SAMPLE_100137_1	SAMPLE_100137_2	SAMPLE_100137_3	SAMPLE_100177_1	SAMPLE_100177_2	SAMPLE_100177_3	SAMPLE_100200_2	SAMPLE_100200_3	SAMPLE_100206_1	SAMPLE_100206_2	SAMPLE_100206_3	SAMPLE_100217_1	SAMPLE_100217_2	SAMPLE_100217_3	SAMPLE_100248_1	SAMPLE_100248_2	SAMPLE_100248_3	SAMPLE_100255_1	SAMPLE_100255_2	SAMPLE_100255_3	SAMPLE_100256_1	SAMPLE_100256_2	SAMPLE_100256_3	SAMPLE_100257_1	SAMPLE_100257_2	SAMPLE_100257_3	SAMPLE_100261_1	SAMPLE_100261_2	SAMPLE_100261_3	SAMPLE_100267_1	SAMPLE_100267_2	SAMPLE_100267_3	SAMPLE_100306_1	SAMPLE_100306_2	SAMPLE_100306_3	SAMPLE_100337_1	SAMPLE_100337_2	SAMPLE_100337_3	SAMPLE_NTC_1	SAMPLE_NTC_2	SAMPLE_NTC_3	SAMPLE_NTC_4	SAMPLE_NTC_5	SAMPLE_NTC_6	SAMPLE_NTC_7	SAMPLE_NTC_8	SAMPLE_water1_1	SAMPLE_water2_1	SAMPLE_water3_1	SAMPLE_water4_1	SAMPLE_water5_1	SAMPLE_water6_1
Thermales	21921.5	1193.5	2281.5	136.5	302.5	4267.5	1724.0	316.5	3118.0	609.0	6846.0	2021.0	19.0	2536.0	225.0	445.5	2046.0	1900.5	3952.5	1448.0	1154.0	22.5	2733.0	981.5	25.5	3026.0	2550.5	1135.5	3290.5	1611.0	1091.5	2811.0	251.0	3356.0	3540.5	3005.5	1348.0	6426.5	4462.5	10115.5	15922.5	6.5	8.5	13.5	14.0	30.5	14.0	27.5	13.0	1361.5	4772.5	13.0	2662.5	2305.5	5664.5
Desulfuromonadales	133.5	352.0	1372.0	64.5	300.5	2651.0	937.0	48.5	1118.0	253.5	2787.5	881.0	9.0	1641.5	81.0	111.0	559.5	1468.0	1593.5	738.5	795.0	7.5	867.5	586.5	14.5	1523.0	410.5	587.0	1390.0	748.0	711.5	1860.5	131.5	1234.5	1494.0	2002.0	986.0	2604.0	1817.5	3642.5	3194.0	3.0	4.5	6.0	5.0	3.0	5.0	6.0	7.0	465.0	1868.5	4.5	624.5	519.0	1334.5
Thiotrichales	663.5	1508.0	7807.5	380.0	1219.5	12826.0	3323.0	224.0	5274.5	980.0	11961.0	5738.0	45.5	6946.5	504.5	423.5	2760.5	8605.5	9509.5	3877.0	2147.0	34.5	4019.5	2649.0	37.0	5512.0	1826.0	1952.0	6963.0	2108.5	3148.5	8780.5	1299.5	5953.5	7713.5	6726.0	4084.0	10433.5	9037.0	12198.0	10050.5	13.0	12.0	20.5	12.0	20.5	28.5	36.0	27.5	1970.0	11759.0	26.0	2040.0	2093.5	8089.5
Pseudomonadales	14345.5	28735.0	205458.5	40766.5	16542.5	234109.5	92979.0	8774.5	101250.0	24711.0	166524.0	167438.0	790.0	90782.5	60974.5	22348.5	75732.5	108431.0	198821.0	88934.5	61568.5	704.5	126302.5	57817.0	827.0	228598.5	49085.0	69128.5	395266.5	38343.5	34169.5	673913.5	14134.0	152840.5	97218.5	114790.0	65879.5	279158.5	146684.5	275907.5	411344.0	284.5	390.5	451.5	455.5	678.0	574.0	825.0	744.5	81372.5	119446.0	450.0	133322.5	61398.0	149031.0
Burkholderiales	60799.5	155284.0	711381.0	28287.0	412711.5	1095549.0	282221.0	26789.5	583211.5	112153.5	1285506.0	488847.0	7334.0	628423.5	56900.0	54756.5	285321.0	656034.5	756407.0	374909.0	297862.0	3572.0	452174.5	294926.5	3579.5	656120.5	193165.5	221730.0	765818.0	228106.0	205961.5	1687690.0	70258.5	609012.5	726003.0	1010913.5	461808.5	1025544.5	877045.0	1527682.0	1410781.0	2486.0	3454.5	2242.5	2067.5	3072.5	2632.0	3517.5	3830.5	216440.0	739970.5	4125.5	260567.0	288052.5	5897181.0
Acidimicrobiales	355.5	953.5	4210.5	190.5	449.0	5943.5	3426.0	236.0	5016.0	611.0	4947.5	3237.0	41.5	2739.5	287.0	449.0	1711.5	2990.5	5652.5	3976.5	1214.5	17.5	2481.0	1911.5	20.0	3316.0	1006.0	1993.5	5149.5	1853.0	1414.0	4924.0	289.5	4340.5	2972.0	3526.0	1921.5	6908.0	4102.0	9269.5	6963.5	7.5	8.0	12.0	13.0	15.5	13.0	21.0	14.0	1702.5	4651.5	14.5	1856.5	1824.0	6010.0
Rubrobacterales	317.5	302.5	1869.0	75.5	173.0	2962.0	1142.0	457.5	1642.0	208.0	2344.0	2426.0	12.5	1159.0	206.0	185.0	1326.0	980.0	2231.0	916.5	995.5	6.0	1215.5	1072.0	9.5	1533.5	501.0	986.0	2517.5	838.0	758.5	2247.5	133.0	2519.0	1717.0	1287.5	947.5	7944.5	5221.5	3063.0	3327.5	8.0	9.5	7.0	4.0	7.0	4.5	6.5	13.0	879.5	1864.0	5.0	2160.5	1732.0	6866.0
Coriobacteriales	376.0	759.0	3470.5	134.0	305.0	10131.5	3858.5	327.5	2089.0	303.0	3265.5	33288.5	24.0	1628.0	405.0	504.5	1082.0	1896.0	2187.0	1116.5	876.5	21.0	1739.0	1167.0	6.0	2324.5	661.0	769.0	2151.0	1117.0	4698.5	31658.0	309.0	2617.5	1937.0	21854.0	1411.0	5271.5	3884.0	4949.5	8904.0	9.0	8.0	6.0	15.5	12.5	14.5	21.5	12.5	1039.0	2386.5	18.0	9635.0	2038.0	4322.0
Sphaerobacterales	118.0	226.5	852.0	30.0	56.0	1318.0	805.5	52.0	494.5	84.0	1061.5	598.5	5.5	518.5	66.0	67.5	464.0	540.0	1664.5	455.0	542.0	2.5	573.5	385.5	3.0	968.5	323.0	279.0	1081.5	329.5	295.5	949.5	54.5	637.5	508.0	595.5	458.0	1053.5	929.5	2165.0	1800.5	3.0	0.5	2.0	1.5	3.0	4.0	2.5	6.5	554.5	823.5	4.0	415.0	484.0	2880.0
Bifidobacteriales	1132.0	5468.0	6560.0	823.5	1405.5	35618.0	10761.5	964.5	10158.0	2096.5	17898.0	96243.5	119.5	5811.5	1522.0	2332.5	4479.5	6411.5	15537.5	3815.5	3797.0	64.0	8483.0	11705.0	52.5	37241.0	3638.0	3952.5	13984.0	4460.0	5466.5	53551.5	796.5	11796.0	13659.5	53290.0	5359.5	12060.5	11721.0	20770.5	40421.0	33.5	33.5	43.5	37.0	67.0	48.5	97.0	73.5	5819.5	10048.0	48.5	16606.0	12328.5	14888.0
Micrococcales	63951.5	146235.0	491790.0	15932.0	43076.5	637575.0	623132.0	61897.0	464929.5	61574.0	559588.5	571058.0	3430.5	256532.0	65057.0	44175.5	287393.5	178576.0	766664.5	249572.5	155090.5	2170.0	317875.0	271371.5	2389.5	491248.5	158051.0	179253.0	665446.0	378647.5	145846.0	364946.5	22195.0	340179.0	234102.0	471695.0	273997.5	557003.0	497266.5	1629370.0	1038004.5	1417.5	1535.5	1770.5	1546.5	2320.0	2112.5	2529.5	2575.0	492054.5	429421.5	1937.5	433960.5	247998.5	1232868.0
Mycobacteriales	27325.0	50977.5	219296.0	7346.5	18564.5	220015.5	114210.5	22882.0	191016.0	29188.5	298178.0	362163.0	1132.0	82957.0	22919.0	26462.0	81777.0	72255.0	166769.5	87464.5	59708.5	737.5	132506.0	70927.0	797.0	237245.5	61968.0	62187.5	282320.5	381320.0	102972.5	137826.0	7380.0	147200.0	166562.5	256204.5	67558.5	193386.5	184665.5	319237.5	293117.0	463.0	542.5	401.5	404.0	573.0	522.0	631.0	594.5	65251.0	349606.5	650.0	206573.0	63668.5	274312.5
Micromonosporales	1132.5	1915.0	7623.5	306.0	1404.5	13720.5	7884.0	957.0	10935.0	1595.0	13193.5	7803.5	52.5	6011.5	686.5	1065.0	4959.0	4705.0	15434.0	5203.0	3423.0	100.0	5195.5	3209.0	82.5	19002.0	2817.0	2357.5	20215.0	7969.0	2602.5	10364.0	582.5	18852.5	5621.0	12103.5	4261.0	63438.5	10556.0	23407.5	19141.5	37.5	20.0	32.5	33.5	46.5	22.5	44.0	31.5	3479.5	11167.5	25.5	6404.0	6784.5	11764.5
Propionibacteriales	31574.0	345593.0	272638.5	8729.0	29298.5	301006.5	180251.0	35735.0	329658.0	94691.5	262811.0	439327.0	1906.5	78366.5	37669.5	33200.0	142905.0	112681.5	251682.5	145061.0	89992.5	1021.0	157165.5	74268.5	1012.5	233639.0	69691.5	129943.5	485074.5	236105.5	106810.0	167041.0	7593.5	513484.5	160210.0	170768.5	105201.0	359072.5	314415.5	509940.5	697347.5	577.5	751.0	678.5	703.5	1081.0	928.5	1081.5	1216.5	105204.0	192150.0	903.5	321044.5	112670.0	521454.5
Pseudonocardiales	2334.5	4144.0	15835.5	633.0	1967.5	22902.5	12806.5	1783.5	20112.5	2507.5	18831.0	20422.5	98.5	9220.5	1591.0	2512.5	9938.0	7907.0	36085.5	9651.0	4903.0	81.0	11923.5	6866.5	79.5	16423.5	6105.0	6403.0	38085.5	12954.0	5502.0	14441.0	984.0	21689.5	12658.5	15496.5	8061.5	20616.5	18930.5	39718.0	42047.0	43.5	42.5	48.0	47.0	63.5	66.5	61.5	93.5	8608.0	19061.0	61.5	14265.5	8351.5	30115.5
Kitasatosporales	2848.5	5910.5	23107.5	915.5	2600.0	39850.0	24558.0	3165.0	34350.0	3470.0	34606.5	23568.5	139.5	20373.0	2787.5	2623.5	13905.0	13889.0	43623.0	11917.0	6894.0	136.5	15169.0	10440.0	120.0	24836.0	7585.0	7568.5	35863.0	26059.0	7039.5	24271.5	2324.0	21714.0	17445.5	23484.5	11939.0	32443.5	24389.5	53430.5	54740.0	65.5	85.0	84.0	81.0	89.0	80.0	118.5	113.5	13060.5	30197.5	104.0	20127.5	14464.5	49459.5
Streptosporangiales	3482.5	6135.0	20274.0	825.5	1692.0	30056.0	20648.5	3988.5	23837.0	3637.0	37327.0	19565.0	99.5	15213.0	2655.5	1902.5	16480.5	9246.5	55871.5	14518.5	8473.0	108.0	15875.5	7908.5	108.0	27282.5	5981.0	7316.5	47427.0	16411.5	4492.0	15677.0	1411.5	13888.0	12230.0	15690.5	7256.0	23701.5	15709.5	43103.0	32151.5	42.0	42.0	52.5	50.0	82.5	81.5	74.0	80.5	7709.0	21159.5	59.0	13507.5	9181.0	23133.5
Frankiales	1605.5	2676.5	13671.0	445.5	1350.0	22832.5	14633.0	1340.0	20198.5	2518.0	17787.0	13958.0	105.5	11051.5	1064.5	2271.0	8622.0	7183.5	23964.0	8106.0	4751.0	70.0	9035.5	6120.5	64.0	12091.0	4562.0	4367.5	17334.5	12401.5	4490.5	13697.5	1082.0	12586.0	8310.5	12186.5	7043.0	18302.5	15764.5	30595.5	23833.5	33.0	52.5	32.5	40.0	46.5	43.5	51.0	55.0	7057.0	18029.5	59.0	10711.5	9283.5	37607.0
Glycomycetales	49.0	94.0	330.0	14.0	24.0	708.0	370.0	18.0	838.5	76.5	589.0	552.5	3.5	369.0	32.0	32.0	240.5	262.5	822.0	278.5	79.5	3.0	274.5	97.5	3.5	600.0	98.0	111.5	804.5	326.5	113.5	464.0	28.0	604.0	377.0	438.5	149.0	880.5	492.0	1020.5	877.5	2.0	1.5	3.0	0.5	2.0	2.0	1.0	0.0	133.0	999.5	1.5	322.0	273.0	822.5
Enterobacterales	67503.5	73516.0	342969.0	25952.5	29235.5	338629.0	197585.5	35205.5	306550.5	38195.5	648284.5	299741.0	2187.5	187527.0	45223.5	90190.5	285309.5	157416.5	477099.0	300800.0	181853.5	1603.5	421191.5	127953.5	1765.0	356261.0	303207.0	183181.0	698665.5	69916.5	105307.0	1405809.5	22885.5	248612.0	176921.5	260461.0	174980.0	383380.5	198685.0	581879.5	939897.0	887.0	1100.0	1038.0	1006.5	1441.5	1204.0	1694.5	1644.0	257067.0	230194.5	1415.0	211319.5	178981.0	1165825.0
Deinococcales	3500.5	5951.0	23750.0	1082.5	2963.0	46191.5	9208.5	1349.0	36292.0	3075.0	45455.5	18398.5	162.5	27208.5	1596.0	4835.0	17034.5	23801.5	42738.0	16288.0	31066.5	147.0	19566.5	19451.0	158.5	31580.5	6378.0	8186.0	52549.0	12674.5	11685.0	33975.5	1850.5	23388.0	18676.0	37810.0	18817.5	43036.5	30280.5	71117.0	31006.5	68.0	64.5	70.5	65.5	99.5	92.0	120.5	117.0	32663.0	34623.5	75.5	12458.0	8001.5	33548.5
Legionellales	1637.0	3596.0	16439.5	970.5	2834.5	30400.5	5472.5	439.0	13758.5	3243.0	35173.0	10670.5	94.5	11728.0	1601.5	1292.5	6887.5	14159.0	11831.5	11150.0	7259.0	85.0	10752.5	6861.5	105.0	17062.5	3913.0	7334.0	19794.5	11293.0	6295.5	19812.5	1394.0	20209.0	15034.0	18512.0	13109.0	23957.0	20329.5	48975.0	40752.5	24.5	26.0	59.0	49.5	84.0	69.0	119.5	99.5	3883.5	15848.0	44.5	6441.0	5849.5	14028.5
Hydrogenophilales	727.5	464.5	2395.5	108.0	724.0	4063.5	1070.5	94.0	1546.5	393.0	19637.0	1924.0	86.5	1422.0	1550.0	885.0	1143.0	2084.5	2803.0	701.5	384.0	6.5	856.5	557.0	19.0	2590.0	661.5	346.0	3417.5	696.5	408.5	3668.0	296.0	2232.5	13705.0	2628.5	1928.0	5510.0	77532.0	3357.0	24610.5	7.0	17.0	11.0	13.0	37.5	20.5	25.5	40.5	1464.0	1326.5	8.5	2317.5	459.0	2652.0
Limisphaerales	4.0	18.0	70.0	3.0	14.5	136.0	82.0	2.0	85.5	13.0	214.5	38.0	1.0	74.5	1.0	3.0	10.5	88.5	40.0	34.5	30.0	0.0	63.5	31.0	0.0	56.5	27.5	20.0	93.0	32.0	41.0	123.5	15.0	64.0	79.5	75.0	44.5	129.0	101.0	160.0	57.5	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	79.0	0.0	2.0	47.5	35.5
