	SAMPLE_100008_1	SAMPLE_100008_2	SAMPLE_100008_3	SAMPLE_100137_1	SAMPLE_100137_2	SAMPLE_100137_3	SAMPLE_100177_1	SAMPLE_100177_2	SAMPLE_100177_3	SAMPLE_100200_2	SAMPLE_100200_3	SAMPLE_100206_1	SAMPLE_100206_2	SAMPLE_100206_3	SAMPLE_100217_1	SAMPLE_100217_2	SAMPLE_100217_3	SAMPLE_100248_1	SAMPLE_100248_2	SAMPLE_100248_3	SAMPLE_100255_1	SAMPLE_100255_2	SAMPLE_100255_3	SAMPLE_100256_1	SAMPLE_100256_2	SAMPLE_100256_3	SAMPLE_100257_1	SAMPLE_100257_2	SAMPLE_100257_3	SAMPLE_100261_1	SAMPLE_100261_2	SAMPLE_100261_3	SAMPLE_100267_1	SAMPLE_100267_2	SAMPLE_100267_3	SAMPLE_100306_1	SAMPLE_100306_2	SAMPLE_100306_3	SAMPLE_100337_1	SAMPLE_100337_2	SAMPLE_100337_3	SAMPLE_NTC_1	SAMPLE_NTC_2	SAMPLE_NTC_3	SAMPLE_NTC_4	SAMPLE_NTC_5	SAMPLE_NTC_6	SAMPLE_NTC_7	SAMPLE_NTC_8	SAMPLE_water1_1	SAMPLE_water2_1	SAMPLE_water3_1	SAMPLE_water4_1	SAMPLE_water5_1	SAMPLE_water6_1
Desulfovibrionia	397.0	1016.5	5001.0	206.0	1237.0	8650.5	2618.0	156.5	4688.0	677.5	8761.0	2903.5	25.5	5568.5	309.0	365.0	1710.5	4476.0	6297.0	2243.0	1939.5	26.5	2405.0	1846.5	30.0	3964.0	1379.5	1465.5	3680.5	1459.5	1507.0	7310.5	512.5	4067.5	5088.0	5948.0	2771.5	7830.5	5032.0	10135.0	7603.0	12.0	21.0	16.0	12.0	19.5	16.0	18.0	18.0	900.5	5118.5	22.0	2527.5	1736.0	22586.0
Candidatus Desulfofervidia	16.5	26.0	131.0	5.0	23.5	254.5	60.0	3.0	78.5	28.0	329.5	79.5	0.0	144.5	4.5	19.5	73.5	134.5	105.5	44.5	48.0	1.0	91.0	73.5	0.0	118.5	68.0	84.5	67.0	5.5	94.0	192.5	53.0	141.0	126.0	171.5	99.5	223.0	151.5	299.5	122.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	15.0	187.0	1.0	66.5	56.0	125.5
Desulfobulbia	179.5	449.5	2129.5	69.5	530.5	3339.5	863.0	46.0	1531.5	239.5	3484.0	1097.0	13.0	1919.0	93.0	231.0	582.0	1905.5	1917.5	935.5	1009.0	9.0	954.0	697.0	8.0	1459.5	450.0	527.0	1595.5	745.5	557.0	2729.0	267.5	1433.5	2143.5	2063.5	1173.5	3070.5	1721.5	3650.0	3151.5	2.0	5.0	8.0	3.0	10.0	8.5	9.5	4.0	344.0	2020.5	3.0	356.5	605.0	1424.5
Dissulfuribacteria	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfarculia	18.0	62.5	138.5	11.5	39.5	328.5	101.5	1.5	132.0	30.0	329.5	73.5	1.0	220.0	8.0	9.0	54.5	156.5	198.0	149.0	131.0	1.0	102.0	79.0	3.5	221.0	65.0	44.0	266.0	41.0	117.5	311.5	28.0	205.5	239.0	325.5	118.0	371.0	222.5	450.0	268.5	0.0	0.0	1.0	0.0	3.0	1.0	0.0	2.0	68.5	221.5	1.0	15.0	86.5	294.5
Desulfobaccia	10.0	26.5	131.0	6.0	15.0	390.5	98.5	9.0	119.0	28.0	311.0	110.5	0.0	146.0	8.5	6.0	20.5	150.5	127.5	84.0	67.5	0.0	103.0	73.5	0.0	194.5	23.0	24.5	138.5	99.0	248.5	168.0	8.0	127.5	170.0	149.0	95.5	245.0	179.0	512.0	181.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	25.0	148.5	0.0	25.0	65.0	257.0
Syntrophia	32.0	106.0	470.5	19.5	140.0	1037.5	228.5	15.0	415.0	91.5	1184.5	292.0	2.5	501.5	38.5	49.0	174.5	555.5	533.0	276.5	192.0	0.5	216.0	161.5	2.0	359.0	150.0	120.0	448.5	129.5	173.0	858.5	61.0	466.5	526.5	660.0	315.5	691.0	601.0	1067.5	950.5	0.0	1.0	1.0	4.0	4.0	2.0	2.0	2.5	70.0	495.5	4.0	122.5	128.5	458.0
Syntrophorhabdia	13.0	20.0	133.5	2.0	48.5	175.0	37.0	0.0	63.5	12.0	169.5	34.5	1.0	121.5	3.0	4.0	27.5	105.5	114.5	32.5	91.5	1.0	39.0	33.5	0.0	101.0	22.0	13.0	64.0	45.0	13.5	84.5	15.0	90.0	86.5	97.0	59.5	186.0	98.5	194.5	154.5	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	82.5	0.0	17.0	37.0	51.0
Desulfomonilia	23.5	39.5	132.0	3.5	48.5	385.5	95.0	1.0	143.5	16.0	261.5	72.0	2.0	196.0	4.0	6.5	50.5	169.0	175.5	64.5	83.0	0.0	147.5	56.0	0.0	63.0	24.0	31.5	115.5	65.0	68.0	277.0	17.0	163.5	255.0	233.0	117.5	413.0	195.0	359.0	346.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	180.0	1.0	44.5	51.0	270.5
Desulfuromonadia	303.5	746.5	3102.0	153.5	739.0	6215.0	2077.5	123.0	2723.5	565.0	6338.5	2351.0	22.0	3580.0	183.5	260.5	1277.5	3498.0	3713.5	1862.0	2188.5	17.5	2056.5	1417.5	27.0	3029.0	955.5	1098.5	2976.5	1501.0	1567.5	4477.0	326.5	3264.5	3669.0	4192.0	2108.0	5313.0	4220.0	8163.5	7003.5	5.0	9.5	15.0	14.0	13.0	11.0	17.5	18.0	1007.0	4236.5	10.0	1194.0	1288.0	2840.0
