genes	logFC	logCPM	PValue	FDR
ENSG00000274358	2.89367620323722	-3.03841971744754	0.00081338627074897	0.361519546978438
ENSG00000253972	3.16837483668868	-1.5497006449552	0.000819475931127822	0.361519546978438
ENSG00000211933	3.3976794885815	-2.19018647356369	0.000821717865837353	0.361519546978438
ENSG00000234509	3.35945813564098	-2.3789498663587	0.000828864655973594	0.361519546978438
ENSG00000208008	-3.32606625712714	-1.44784692242414	0.000848321376239927	0.361519546978438
ENSG00000260988	4.13285906517292	-2.63848650013314	0.000879173728802111	0.361519546978438
ENSG00000265386	-2.46410894442385	-1.62422946135276	0.000880686305514072	0.361519546978438
ENSG00000279118	3.54414202913661	-2.91367370452893	0.000890944937232849	0.361519546978438
ENSG00000280395	4.42732269369353	-2.88243526832316	0.000892017613621346	0.361519546978438
ENSG00000241913	3.9904779216026	-3.02782498145151	0.000892948789951923	0.361519546978438
ENSG00000166501	0.981788218929131	9.63910044420723	0.000896912660260492	0.361519546978438
ENSG00000223421	3.68927717432961	-3.0180574864881	0.000909629869631328	0.361519546978438
ENSG00000269814	3.98335024071725	-3.04075618114233	0.000910263655673002	0.361519546978438
ENSG00000249521	4.6123111005533	-2.88506288281203	0.000919840824102934	0.361519546978438
ENSG00000217330	3.95858291904017	-3.02427929983001	0.000922830049344963	0.361519546978438
ENSG00000235951	4.28319296371768	-2.89730524811607	0.000925368816747149	0.361519546978438
ENSG00000277704	5.03924733068495	-2.06923625259412	0.000937805754337157	0.361519546978438
ENSG00000184207	-2.2894497514681	3.76091587714795	0.000955772132226295	0.361519546978438
ENSG00000242779	-2.42870976570178	-0.847954204901516	0.000962893431902597	0.361519546978438
ENSG00000179388	-1.71050486678123	4.57901859961007	0.000982474229323498	0.361519546978438
ENSG00000233885	2.62970431743126	-2.76295917843229	0.000982826936081937	0.361519546978438
ENSG00000232342	4.08372961730527	-2.69633522572361	0.000986689587165012	0.361519546978438
ENSG00000272910	3.98192208314304	-3.03619136995592	0.000987231747205968	0.361519546978438
ENSG00000180304	-1.35324519063831	6.33227425962899	0.00100018598425245	0.361519546978438
ENSG00000125538	-2.26288147667579	4.79397160458184	0.00101365850577186	0.361519546978438
ENSG00000163209	3.44044389460138	-1.53330589758421	0.00102817713592351	0.361519546978438
ENSG00000258026	4.03852015473262	-2.37346701457491	0.00103218983430845	0.361519546978438
ENSG00000237786	4.35130074883457	-2.78616940964882	0.00104068663506289	0.361519546978438
ENSG00000243243	3.86546194625819	-3.06372569001323	0.00105397802242509	0.361519546978438
ENSG00000228986	3.1804837174097	-3.14318283093727	0.00106028441044886	0.361519546978438
ENSG00000206669	-1.3237029240187	0.298118807340397	0.00106672633522807	0.361519546978438
ENSG00000179772	3.10026246094399	-3.01675930471306	0.00108649347362188	0.361519546978438
ENSG00000187686	3.05130699021909	-2.84606322169759	0.00110125966510012	0.361519546978438
ENSG00000258583	3.53647198469771	-2.90344327623383	0.00110939363064717	0.361519546978438
ENSG00000250334	-1.53305399775739	6.18581326560039	0.00111237804085583	0.361519546978438
ENSG00000273623	3.97002973825333	-3.03134666248435	0.00111786212905568	0.361519546978438
ENSG00000226632	3.67407621210156	-2.74941382524494	0.00112461359139477	0.361519546978438
ENSG00000227890	3.59879217379327	-3.05901424921074	0.0011274291358768	0.361519546978438
ENSG00000259293	3.29183616369443	-2.99220047686886	0.00112947828930321	0.361519546978438
ENSG00000223511	2.68117644753722	-2.01173968688001	0.00113009190964233	0.361519546978438
ENSG00000244411	3.42022881978154	-3.06688048901879	0.0011405174881371	0.361519546978438
ENSG00000070031	-2.2816827665091	1.48908575853255	0.00114301033714926	0.361519546978438
ENSG00000241537	3.40466875202799	-2.92014210136328	0.00114521408704562	0.361519546978438
ENSG00000223575	2.63378240756375	-1.93465558400546	0.00117263336335797	0.365334147400589
ENSG00000242860	3.66425674109747	-3.05571920679243	0.00118105973071266	0.365334147400589
ENSG00000229877	4.36833665894305	-2.95109126862483	0.00118962493270007	0.365334147400589
ENSG00000277173	3.49211755742687	-3.08333521743854	0.00119036355301923	0.365334147400589
ENSG00000241451	2.53356929020064	-3.17741258461299	0.00121521946764974	0.370390512915726
ENSG00000141161	-1.99349535449769	-0.225608227929232	0.00124417073972792	0.37445982255746
ENSG00000241829	3.71522529649748	-3.11163321042509	0.00126137960445059	0.37445982255746
ENSG00000228194	3.96404262384211	-3.04622810445282	0.00126493381859107	0.37445982255746
ENSG00000229090	3.67108410978399	-2.94104307106076	0.00127190196549933	0.37445982255746
ENSG00000230812	3.45090226317729	-2.85248963302409	0.00127785759390068	0.37445982255746
ENSG00000240403	2.67094924038028	-1.60430267105717	0.00129256645100152	0.37445982255746
ENSG00000213385	3.9866187217391	-2.54759548997989	0.00130454536593341	0.37445982255746
ENSG00000059915	-2.13339605430999	1.16563530401946	0.00131116941906735	0.37445982255746
ENSG00000261618	3.51652143864233	-2.22336599335422	0.0013113704167983	0.37445982255746
ENSG00000225750	3.50585857967572	-3.08152146039812	0.00131768872415017	0.37445982255746
ENSG00000234286	4.09912139993309	-3.03946376343276	0.00132491159778903	0.37445982255746
ENSG00000217455	3.54038425925875	-2.36300366537614	0.00134328828966053	0.37445982255746
ENSG00000230231	3.92460996074821	-2.25480395221952	0.00136366018216218	0.37445982255746
ENSG00000120093	-2.05198469469763	2.441012327306	0.00136623264404557	0.37445982255746
ENSG00000171199	3.44695552728963	-3.14175403766202	0.00136686541850243	0.37445982255746
ENSG00000228399	2.95597000051385	-2.99947577483199	0.0013684675690991	0.37445982255746
ENSG00000213401	3.40020367055796	-3.15559769598082	0.00137260982586964	0.37445982255746
ENSG00000259658	3.97419110944721	-2.84578645728533	0.00139339486759896	0.375589518108752
ENSG00000136883	-3.72522086634381	-1.89463028320491	0.00140254280312405	0.375589518108752
ENSG00000249754	-3.74879369257925	-2.5872255180931	0.00140956726632307	0.375589518108752
ENSG00000163216	3.70449647050663	-2.65353649596368	0.001422413679412	0.375589518108752
ENSG00000199751	-1.62663486095496	3.2680036699647	0.00142288920751371	0.375589518108752
ENSG00000124812	2.90210874367436	-3.16335025908747	0.00144276906053425	0.375589518108752
ENSG00000276135	3.27977587135807	-3.17934491086577	0.00144415560120738	0.375589518108752
ENSG00000199731	3.34997962972514	-3.10249688305667	0.00144473850160624	0.375589518108752
ENSG00000188389	1.74629446945848	0.393842536209378	0.0014602287096576	0.375878174821437
ENSG00000139053	3.64909777607171	-2.35252189807736	0.00146285883175217	0.375878174821437
ENSG00000229087	3.53240909539545	-3.13724547353398	0.00148003882672704	0.376885395277846
ENSG00000160284	-2.31257277324852	-0.11433710998525	0.00149660118207323	0.376885395277846
ENSG00000264705	4.64014423242112	-2.52339058300301	0.00149979567869572	0.376885395277846
ENSG00000282221	3.65890825984482	-2.9877648143614	0.00150821308884839	0.376885395277846
ENSG00000237952	4.29646100957895	-2.70829228418056	0.00151399728094423	0.376885395277846
ENSG00000231976	3.23337191171034	-2.7807690655396	0.00151794547707787	0.376885395277846
ENSG00000189196	3.58836508418384	-2.70678879252371	0.00155673674954699	0.384357433777817
ENSG00000260420	3.4646215338682	-3.06476028685348	0.00157411189389791	0.386488195282323
ENSG00000252217	1.78231817987638	2.93141554370916	0.00159220041827051	0.387751493536877
ENSG00000219074	3.75594984767352	-3.08415981127172	0.00159680443090195	0.387751493536877
ENSG00000271917	3.36355227710617	-3.16369084045061	0.00161006379323727	0.388834805148202
ENSG00000266102	4.26277519857026	-2.97374737284122	0.00163316228534558	0.390004048765729
ENSG00000168828	4.27156657500476	-2.99799022279328	0.00165766435147204	0.390004048765729
ENSG00000200204	-2.45884610628024	6.67276392527959	0.00166156700143062	0.390004048765729
ENSG00000199370	3.48805909826945	-3.14458834464526	0.00167316264982862	0.390004048765729
ENSG00000249175	2.93804792856039	-1.58588508844837	0.00168106174538069	0.390004048765729
ENSG00000224610	3.02230581362571	-2.56140418132931	0.00168280765244995	0.390004048765729
ENSG00000104765	-0.882774762228177	8.75158585578527	0.00168281159770113	0.390004048765729
ENSG00000258646	3.34938029510048	-3.10240005705409	0.00168550228112352	0.390004048765729
ENSG00000267301	-4.18406996985094	-1.67390723561578	0.00170429861203405	0.391193383760262
ENSG00000259219	2.83431672858249	0.836818881376575	0.00171410197291288	0.391193383760262
ENSG00000267257	2.93564231948832	-2.81578156094648	0.00172405912327446	0.391193383760262
ENSG00000218173	3.21208170036484	-3.1090626970467	0.00172604841799414	0.391193383760262
ENSG00000253833	3.35888083168652	-3.09896893379125	0.00176634050888403	0.396083785190183
ENSG00000251508	3.89737058370988	-3.04015480957221	0.00177256209078712	0.396083785190183
ENSG00000250819	3.16773078549356	-2.68403458286653	0.00178424476161115	0.396083785190183
ENSG00000202111	-1.43226688365538	5.46100648219024	0.0017901400146356	0.396083785190183
ENSG00000236682	3.14033993071254	-1.77982196838728	0.00179243708650383	0.396083785190183
ENSG00000267150	4.36200749448732	-1.58429933044904	0.00180312007789449	0.396462148470382
ENSG00000260190	3.27896158144279	-2.77013263405248	0.0018304768214004	0.397549824802577
ENSG00000275106	2.4227646912178	-2.91348017407069	0.00183193529406171	0.397549824802577
ENSG00000280566	4.13737128490838	-2.97570075976539	0.00183505293041579	0.397549824802577
ENSG00000263529	-1.96551534252154	-0.48749082622999	0.00185856750227445	0.400428566750774
ENSG00000236114	3.04306727596413	-3.13513485186148	0.00186646192444076	0.400428566750774
ENSG00000183607	4.0020721832724	-3.00617469689314	0.00188614783425816	0.402262189510007
ENSG00000260349	4.11151944443762	-3.00634283202334	0.00189321270320356	0.402262189510007
ENSG00000244400	3.60803766483332	-3.12138351651845	0.00192334818647356	0.406709919144492
ENSG00000229623	2.88420738407035	-2.8216781073758	0.00196214531482739	0.408928942724567
ENSG00000269938	2.69676236732258	-2.61607156428705	0.00196703606247453	0.408928942724567
ENSG00000277342	3.60351373641071	-3.10040860199803	0.00197727709262339	0.408928942724567
ENSG00000243954	2.98019270667006	-3.14552227036273	0.00198328426489797	0.408928942724567
ENSG00000266578	3.1066805401391	-3.10600977180841	0.0019847367841188	0.408928942724567
ENSG00000257696	3.62825395360886	-3.11310222181773	0.00198935903803104	0.408928942724567
ENSG00000270948	3.38935984269231	-2.55244320018857	0.00200043744592559	0.409261813008755
ENSG00000242856	3.54840907340809	-3.05883659228106	0.00201325723143948	0.409261813008755
ENSG00000278001	3.008681154717	-3.02670057620625	0.00201992475994946	0.409261813008755
ENSG00000255281	3.258398702086	-3.09866301992419	0.0020280198449806	0.409261813008755
ENSG00000260298	-3.08292512130988	-2.40296211000046	0.00204430413822395	0.41067282449458
ENSG00000255084	4.36534383639659	-3.11046389442498	0.00208490115645453	0.414438367346352
ENSG00000271377	3.44384561064222	-2.90135297722763	0.00210673774377829	0.414438367346352
ENSG00000103355	-2.51864986055287	-0.389031856955957	0.00212226906364691	0.414438367346352
ENSG00000253215	4.12072746235099	-3.00995848063088	0.00212267336273201	0.414438367346352
ENSG00000270076	4.02656412488127	-3.02576968061698	0.00212552396747132	0.414438367346352
ENSG00000263482	2.9007089616614	-1.72010788303942	0.00213093960111555	0.414438367346352
ENSG00000280198	2.97211746977537	-2.86139985711929	0.00213638452166075	0.414438367346352
ENSG00000078098	2.20417816809895	-1.93605508971029	0.00213806873526345	0.414438367346352
ENSG00000236538	2.97659069429856	-3.01490594860973	0.00216578603643994	0.415847521781374
ENSG00000207442	2.19010578732629	1.43649871013427	0.00216722624507763	0.415847521781374
ENSG00000203616	2.2011859774838	-2.54641732478015	0.00217946556825488	0.415847521781374
ENSG00000274105	2.5052072744064	-2.304953193631	0.00218302916031389	0.415847521781374
ENSG00000266527	4.43369285228139	-2.88137650467709	0.00219238539597375	0.415847521781374
ENSG00000223723	2.7778772028515	-3.0610752951072	0.00223539511857097	0.421072635744739
ENSG00000105976	-1.98751603504784	1.26915290428927	0.00223898788098232	0.421072635744739
ENSG00000184788	2.93029685870728	-2.8737685647506	0.00225683088883245	0.422214890493363
ENSG00000183674	3.85549390994868	-2.78492099766562	0.00227014534666407	0.422214890493363
ENSG00000279716	-3.53047627021493	-2.21214975862571	0.00227644239426974	0.422214890493363
ENSG00000204049	3.59392300381813	-3.11652300962713	0.00228327545713121	0.422214890493363
ENSG00000163026	-1.65550602520782	0.556053686398485	0.00231526711167943	0.425791370162901
ENSG00000180011	1.24602914512858	3.8258309208263	0.0023218852858753	0.425791370162901
ENSG00000188877	3.21424206226793	-2.92483297143648	0.00235676947131308	0.429776872908035
ENSG00000267474	2.79444473269145	-2.40737059056493	0.00236397087869313	0.429776872908035
ENSG00000179588	-1.6553376767655	6.05475960511747	0.0023748745995686	0.429776872908035
ENSG00000264308	-2.11215544345595	-0.653547503350743	0.00239470108998048	0.429776872908035
ENSG00000227436	3.2290402586318	-2.9164571588099	0.00239647691018334	0.429776872908035
ENSG00000178660	3.7683875881498	-2.89069049771123	0.0024129674768554	0.429776872908035
ENSG00000171649	-1.18655464981512	0.663663660285535	0.00241910557993689	0.429776872908035
ENSG00000069482	-2.56421906784077	0.31256795510687	0.00245952802099881	0.429776872908035
ENSG00000205108	-2.496025666086	2.75366441524373	0.00246539779528856	0.429776872908035
ENSG00000238251	2.49347137322514	-2.64604868770316	0.00246972975379845	0.429776872908035
ENSG00000168589	-6.90528742837717	0.470782821256483	0.00247118350255135	0.429776872908035
ENSG00000178694	-1.11490790461138	2.67691095744685	0.00247128356895815	0.429776872908035
ENSG00000224960	-2.3527158349897	-1.90848301428926	0.00250139333062166	0.429776872908035
ENSG00000263096	3.06084573952388	-3.06696613949357	0.00250539450511782	0.429776872908035
ENSG00000258616	3.89798593247693	-3.05910113103722	0.0025083405214514	0.429776872908035
ENSG00000228168	3.08647993361719	-2.81035702847415	0.0025096584108344	0.429776872908035
ENSG00000279099	-2.57349215261851	4.46172578268965	0.00251831348603946	0.429776872908035
ENSG00000261257	3.00002744519064	-2.77447442028671	0.00253133132077703	0.429776872908035
ENSG00000215498	2.57095845553869	-3.21493368496833	0.00253445685566502	0.429776872908035
ENSG00000223519	-1.58509990560179	2.09891669481987	0.00254243692983061	0.429776872908035
ENSG00000278975	3.43528435526705	-3.05832735814704	0.00254790901823235	0.429776872908035
ENSG00000259393	3.78863158502995	-2.77379631446441	0.00255755894501218	0.429776872908035
ENSG00000188070	-1.27022812460824	3.78580546529932	0.00257038845045689	0.430296657454327
ENSG00000213707	-2.15821238260732	-1.78506790203408	0.00258874524460054	0.431734324849513
ENSG00000250017	4.11770039357791	-3.0400932016003	0.00260229842156541	0.432363077973997
ENSG00000236858	3.40659552300086	-2.6559743051088	0.00265030976454782	0.438690786682364
ENSG00000196600	3.19975047022046	-2.5885885755208	0.00267670754401751	0.441130700848273
ENSG00000207962	3.7155520328181	-2.92405973224583	0.00268851736708501	0.441130700848273
ENSG00000260671	2.79572205744027	-3.19260061621326	0.00269499466521176	0.441130700848273
ENSG00000266282	3.74929801124759	-2.96435431556868	0.00270568231909454	0.441245867499569
ENSG00000105808	-2.73240870861329	-0.898259565709369	0.00272784121962441	0.441833819642928
ENSG00000255125	3.46424525546251	-3.0219839513209	0.00273692301610725	0.441833819642928
ENSG00000164296	-1.39407854401155	0.618103990658772	0.00274161044545686	0.441833819642928
ENSG00000225331	2.61162427941952	-2.49169333849269	0.00274927707663322	0.441833819642928
ENSG00000227179	2.65307625126762	-2.96852513560726	0.00280094705403208	0.448506721206333
ENSG00000277708	3.57704698923833	-2.90949333445888	0.00281879832749353	0.448757438211412
ENSG00000227278	4.06832283667809	-3.04584622029733	0.00282312402594094	0.448757438211412
ENSG00000232491	-3.51462123827985	-2.10796152524944	0.00285701416020041	0.448757438211412
ENSG00000251010	3.26138651446844	-2.99364676665676	0.00286344254250641	0.448757438211412
ENSG00000237980	3.53282080588749	-3.14480279087584	0.00286470176792204	0.448757438211412
ENSG00000161681	-1.92810635523432	4.24084307941265	0.00288153671677927	0.448757438211412
ENSG00000197380	-2.41757646586366	2.10427812883065	0.00288494702144751	0.448757438211412
ENSG00000228741	3.49113103519047	-2.68479193293705	0.00289565959073427	0.448757438211412
ENSG00000169509	3.32025228061556	-2.05389357714822	0.00290395938558422	0.448757438211412
ENSG00000202356	-2.3104111708013	-1.46227658397895	0.00291478625949001	0.448757438211412
ENSG00000228040	2.93846376766008	-3.15982014325938	0.00291636594803256	0.448757438211412
ENSG00000259470	3.13048801938384	-3.15334290144965	0.00292436117671426	0.448757438211412
ENSG00000228345	3.15801073932763	-2.89556000568256	0.00293468535122848	0.448783457084923
ENSG00000166770	-1.40084518820974	1.16450274140702	0.00295549938495091	0.450407914889329
ENSG00000280435	3.44701822192362	-2.88203176945088	0.00301465938177034	0.456672781250703
ENSG00000266176	-3.58879562075599	-2.90285472433099	0.00301985629646619	0.456672781250703
ENSG00000153246	-2.72429047146016	-0.978293121834163	0.00304085780077806	0.456672781250703
ENSG00000231582	-2.65058458179456	-1.13010404425679	0.00304502747851209	0.456672781250703
ENSG00000143248	-1.84095101169862	-0.0424170142645882	0.00304827402350849	0.456672781250703
ENSG00000260751	2.76296474119243	-2.39710627064807	0.00308218929365079	0.458729228508831
ENSG00000272772	2.85984260793326	-3.16000296570514	0.00308276006034897	0.458729228508831
ENSG00000183621	-1.0133416310106	3.92419434889636	0.00310011228981728	0.459763297478103
ENSG00000251799	-1.29057712060979	0.269388571706238	0.00312484115026185	0.46070725485656
ENSG00000224632	3.88602186042247	-3.07608390855016	0.00313602866657879	0.46070725485656
ENSG00000276789	3.92814649271498	-3.07398196195061	0.0031410199775699	0.46070725485656
ENSG00000280374	3.24440158479972	-2.89815531797267	0.00314817492853673	0.46070725485656
ENSG00000231212	3.5112651064279	-3.14361800189732	0.00317629048222802	0.463287649709793
ENSG00000213380	-0.940106568403388	2.12693479632583	0.00319928886209873	0.464978551911854
ENSG00000254595	3.03593905071983	-2.98651525268928	0.00326940761854762	0.464978551911854
ENSG00000198062	3.32481318178399	-3.16553634352693	0.00327009984815841	0.464978551911854
ENSG00000219941	3.30768193099531	-3.17053604479482	0.00327250164335994	0.464978551911854
ENSG00000231616	3.28670486872649	-3.1760498016147	0.00327742188300493	0.464978551911854
ENSG00000228482	3.65537644876035	-3.08942636154165	0.00327788532086893	0.464978551911854
ENSG00000217239	3.2559282558491	-3.18359772356052	0.00328665824987511	0.464978551911854
ENSG00000275944	3.67370229533814	-2.60980577157208	0.00329338318623034	0.464978551911854
ENSG00000260170	3.90515400487278	-2.8294209378743	0.00329451455678207	0.464978551911854
ENSG00000196593	-1.81749309466212	3.24410856160676	0.0033013073231111	0.464978551911854
ENSG00000279770	2.39222114694614	-2.64724875155827	0.00330361500849241	0.464978551911854
ENSG00000276696	-2.65923385069105	-2.61727548144824	0.00333750579923161	0.467117299828378
ENSG00000070190	-0.873580256783959	6.96369109841523	0.00335621918057531	0.467117299828378
ENSG00000250170	3.04526617676548	-2.96209294158833	0.00336447464663713	0.467117299828378
ENSG00000219565	2.51130638057862	-2.23317726131349	0.00337156290664486	0.467117299828378
ENSG00000171560	-2.49491964066677	1.03564586016158	0.00337520753348322	0.467117299828378
ENSG00000213604	3.67203249614845	-3.09319114558276	0.00338904996640244	0.467117299828378
ENSG00000233746	3.37545614641216	-2.13967949086891	0.00339674224562209	0.467117299828378
ENSG00000239861	3.03700913553342	-3.21521915321118	0.0034069612305513	0.467117299828378
