genes	logFC	logCPM	PValue	FDR
ENSG00000138356	-4.61980520700139	0.200725145820283	2.5421549077803e-07	0.00975373995017147
ENSG00000105205	-3.00716270351176	2.78807337738906	2.35693086809673e-06	0.0390506778144763
ENSG00000143556	-7.35440778178848	-0.963838144268952	4.08911908218884e-06	0.0390506778144763
ENSG00000126603	-3.43506516490201	-0.32159155096414	4.61366326272064e-06	0.0390506778144763
ENSG00000132855	-4.83429633486357	0.305169899403313	5.08896447749118e-06	0.0390506778144763
ENSG00000187808	-2.56850771951098	2.32540195288857	7.10227629717523e-06	0.0454166894950032
ENSG00000115107	-3.3641651271749	1.12517371215783	1.2775364805085e-05	0.0593870588859548
ENSG00000229769	-5.37351111274432	-0.87929849680921	1.31721627022298e-05	0.0593870588859548
ENSG00000136872	-4.58049299104032	1.21386910515353	1.39304506352584e-05	0.0593870588859548
ENSG00000164188	-5.07621577764163	-1.94855750183884	1.83503770744184e-05	0.0704067267591285
ENSG00000255282	-5.19122870409534	0.619880378049431	2.92141281231071e-05	0.101898878893398
ENSG00000177733	-1.74017690365395	6.21970366353849	3.52243065715467e-05	0.112623849544759
ENSG00000105668	-4.26161037802268	-2.00559851563627	6.43172560412025e-05	0.172696685793793
ENSG00000119457	-2.99947048270523	0.321206278842212	6.53756972463875e-05	0.172696685793793
ENSG00000112964	-3.00679180959893	0.136124056024209	7.54200355545722e-05	0.172696685793793
ENSG00000248385	-3.46053424756934	-1.47782412308382	8.30391515542807e-05	0.172696685793793
ENSG00000173237	-5.20919022178405	-1.90937898341488	8.53905378168184e-05	0.172696685793793
ENSG00000163026	-2.52641835473961	0.578515931747772	9.35815652148223e-05	0.172696685793793
ENSG00000185897	-5.35622677102149	-2.10649855447145	9.9251526568973e-05	0.172696685793793
ENSG00000250781	-6.66461106823196	-1.1853106280318	9.9498280158118e-05	0.172696685793793
ENSG00000229498	-6.43467192323258	-0.81339320508279	0.00010903973939232	0.172696685793793
ENSG00000112186	-4.58060941139044	-1.68673976482545	0.00011161660836455	0.172696685793793
ENSG00000101981	-3.49650914163743	-0.919160668411607	0.000114034513821833	0.172696685793793
ENSG00000210154	8.23283613755569	10.4483272836259	0.00011916559339986	0.172696685793793
ENSG00000249948	-4.33822241930622	-1.98233243112953	0.000120212746837778	0.172696685793793
ENSG00000232177	4.55654042619385	2.67849859447061	0.000120807205502578	0.172696685793793
ENSG00000113889	-4.76044227921672	0.107372483624862	0.000121528631057976	0.172696685793793
ENSG00000086205	-5.73130081635552	-1.86363314690757	0.000126122952454543	0.172824479991996
ENSG00000138152	-7.10290936135398	0.25446636561033	0.000135744722791456	0.179594949105606
ENSG00000123838	-3.44584963382391	0.0750336550579313	0.00014580300174243	0.186472319028452
ENSG00000272760	-3.25708400543149	-0.307865930082334	0.000168908391150572	0.203252276659084
ENSG00000187033	-4.78482482798353	-1.83563516256028	0.000169518162351196	0.203252276659084
ENSG00000228057	-3.0300575321794	-0.12070911955942	0.000180342580542924	0.209678306977906
ENSG00000255121	-3.96424463957372	-1.50803331811117	0.000194050847002532	0.218980673464505
ENSG00000084674	-3.13207093607961	2.24350238129533	0.000202166810055563	0.221621033377481
ENSG00000168938	-3.75144917685318	-0.961785034767826	0.000263782718323015	0.269349767917728
ENSG00000092067	-2.50245784240771	1.54564440270641	0.000264110128795508	0.269349767917728
ENSG00000109089	-2.49006118152583	0.954354817194875	0.000274112000721077	0.269349767917728
ENSG00000169717	-4.66839071346518	-1.91551229733389	0.00027933849479003	0.269349767917728
ENSG00000274376	-4.33318091216154	-0.817993699186248	0.000280806680481368	0.269349767917728
ENSG00000233974	-5.30494665520894	-1.01958384468696	0.000291598978926986	0.270940342204725
ENSG00000196353	-2.573876380276	0.777813800111054	0.000296588156083153	0.270940342204725
ENSG00000170236	-5.05022471797169	-1.7388406645821	0.000309521743831788	0.272226389279561
ENSG00000240452	-4.91869244067815	-2.04456068985555	0.000312186226238029	0.272226389279561
ENSG00000105366	-3.58815496961657	-0.516999395797683	0.000325080405321833	0.277170777586402
ENSG00000234352	-4.46302444178671	-0.755282040364681	0.000349765003997833	0.280292568303782
ENSG00000105398	-4.75579705623379	-1.06170946170667	0.000357039509798395	0.280292568303782
ENSG00000172497	-3.97920238651992	-1.88010037159534	0.000359576922036413	0.280292568303782
ENSG00000256937	5.3418285528817	-0.712332857699284	0.000360935896929198	0.280292568303782
ENSG00000279633	-5.51050672633672	-1.92951260896343	0.000365268672205721	0.280292568303782
ENSG00000179921	-1.97619539033123	2.31625308751158	0.000389817731106922	0.289096633524226
ENSG00000158104	-3.06168920878287	0.829475322314955	0.000391811534175869	0.289096633524226
ENSG00000172687	3.0221845636013	0.872405469998415	0.000413112644770827	0.295318007191095
ENSG00000232491	-5.41977543204721	-2.00831674053747	0.000415637312039177	0.295318007191095
ENSG00000233725	-4.14255005262459	-0.882903443428638	0.000430662459369967	0.296428049388107
ENSG00000258181	-4.95464936057758	-1.59491884162422	0.000437707449719018	0.296428049388107
ENSG00000007908	-4.05753018464043	-1.28089452678573	0.000448128769482737	0.296428049388107
ENSG00000227910	-5.46280469954817	-1.19518160653113	0.000452856416418353	0.296428049388107
ENSG00000231528	-6.1592824900094	-1.75069029182697	0.000462757476249522	0.296428049388107
ENSG00000162882	-1.85157357676687	0.957753169302051	0.000475633730543577	0.296428049388107
ENSG00000231768	-4.78308474365144	-0.8338630769594	0.000481126053399859	0.296428049388107
ENSG00000242818	-4.19005645584474	-1.36142970659135	0.000492035810030604	0.296428049388107
ENSG00000250504	-4.44468251889908	-1.97892417473923	0.000492916961803244	0.296428049388107
ENSG00000122824	-3.3636029369264	-1.71212319267642	0.000494458797978493	0.296428049388107
ENSG00000130203	-2.56466048895359	1.86730795290539	0.000531340778722276	0.313638199969481
ENSG00000159495	-4.74806564698729	-2.13476089331222	0.000551523338309789	0.316508772279955
ENSG00000174697	-4.34134984157817	-2.20497652188322	0.000552702453679029	0.316508772279955
ENSG00000225630	3.02623389401348	9.46549541968758	0.000566474194050707	0.318447489115586
ENSG00000273361	-4.32394473357925	-1.65114548496498	0.000577523436535813	0.318447489115586
ENSG00000198650	-3.84892406883039	-1.17233985103956	0.000582097348770212	0.318447489115586
ENSG00000238021	-4.25299242796318	-1.74849758646724	0.00058928721140551	0.318447489115586
ENSG00000183691	-3.33718129133202	-1.50781302264131	0.00062290671703918	0.324276582946325
ENSG00000227243	-6.74573302543504	-1.21922276610832	0.000624495531149737	0.324276582946325
ENSG00000130147	-2.05724776543017	1.37588046015629	0.0006302580172585	0.324276582946325
ENSG00000101323	-4.25480766121288	-1.81063327417173	0.000633880935179691	0.324276582946325
ENSG00000251692	-4.13909923316415	-0.988034441305459	0.000652701057862451	0.325953026261885
ENSG00000148942	-3.01795800361957	-0.769421289729679	0.000654148848576032	0.325953026261885
ENSG00000131941	-3.28819109638893	-1.02939076079091	0.000666715161707418	0.327955478517823
ENSG00000254042	-4.11095101432852	-1.39670125488957	0.000699718056420029	0.33708329666102
ENSG00000267654	-6.35410019440239	-1.0163547249284	0.000702842570185612	0.33708329666102
ENSG00000021826	-3.03924163805951	-0.279412855140027	0.000721103855821977	0.339902852488418
ENSG00000250456	-4.56531325029286	-2.06865642170955	0.000726439582570117	0.339902852488418
ENSG00000226622	-5.07122446166619	-2.32123656438275	0.000740363520985336	0.340818985802392
ENSG00000186496	-2.26775035712705	0.587973586676653	0.000746163334221251	0.340818985802392
ENSG00000138207	-3.09234259506296	0.586274845819115	0.000756949808409254	0.341678238224074
ENSG00000275450	-5.33084824570856	-1.74524122777548	0.000812829923746214	0.36053892236117
ENSG00000233416	-4.43436317852069	-2.26272949350137	0.000823735875249366	0.36053892236117
ENSG00000160284	-2.78859818367335	0.477428075510349	0.000826924133855894	0.36053892236117
ENSG00000227646	-6.22824897371702	-1.61219330422406	0.000889824547897869	0.383292376251782
ENSG00000225963	-3.6789422183545	-2.52691874843205	0.000899090749131056	0.383292376251782
ENSG00000265706	5.13997098379514	-0.0356149840553032	0.000911972433694214	0.38451163006571
ENSG00000088926	-4.37487942830438	-2.04210756894122	0.000942762564607301	0.389299721229007
ENSG00000204352	-3.83637068851905	-2.34308543514446	0.000943621613696248	0.389299721229007
ENSG00000119125	-4.57116503762836	-1.48967290778916	0.000975680908867726	0.398243884164223
ENSG00000237476	-3.76460830010087	-0.0577416175555574	0.000988090241073022	0.399063645994628
ENSG00000234383	-4.50137472844784	-1.88742615918939	0.001004483520255	0.401458580261915
ENSG00000165171	-3.84656209802374	-2.19748689959064	0.00108199462700036	0.427315590269619
ENSG00000258197	-4.25857051836155	-2.69936237453834	0.00110167145233846	0.427315590269619
ENSG00000257180	-3.96550039749015	-2.62167425890823	0.00111520759583374	0.427315590269619
ENSG00000267570	-4.20153236625081	-0.88614852505955	0.00111591406263778	0.427315590269619
ENSG00000103355	-3.0115372140384	0.500934368598736	0.00112555163521129	0.427315590269619
ENSG00000244414	-6.37301072080975	-1.42592702097532	0.00114395508997849	0.427315590269619
ENSG00000168301	-1.72438311619586	1.03710436807869	0.00115104039494567	0.427315590269619
ENSG00000262061	-3.30371241225165	-0.678684377424125	0.00116157960081901	0.427315590269619
ENSG00000241739	-3.0187300103411	-1.61093450133123	0.00118153440019909	0.427315590269619
ENSG00000236762	-2.03568255232023	-0.2118236312357	0.00119533625968845	0.427315590269619
ENSG00000239736	-5.58270442626737	-1.28021858534559	0.00121782245825858	0.427315590269619
ENSG00000275457	-2.91085452634067	-0.48957234018895	0.00122015447581455	0.427315590269619
ENSG00000211694	2.68055032345286	1.5511047012386	0.00125546498700127	0.427315590269619
ENSG00000070193	-4.64284734419872	-1.27881787428285	0.0012621669887978	0.427315590269619
ENSG00000159650	-4.18700835517413	-1.92893729566216	0.00127480333797077	0.427315590269619
ENSG00000167114	-1.72106184317678	1.00863849307269	0.00128296593223164	0.427315590269619
ENSG00000182580	-2.90680889514704	-0.620466840832115	0.00128860359482468	0.427315590269619
ENSG00000113555	-2.45724827985967	0.906953634020776	0.0012933073079951	0.427315590269619
ENSG00000198488	-4.26429123750877	-1.22195483022271	0.00129887656459923	0.427315590269619
ENSG00000274209	-4.02773210384164	-1.39944903043162	0.00130092913409712	0.427315590269619
ENSG00000258881	-3.9698954263926	-0.58519582872023	0.00130306307499858	0.427315590269619
ENSG00000228030	-4.92421660987006	-1.95093319943696	0.00134351028533849	0.436215547179623
ENSG00000248283	5.26997208867245	-0.119984621079313	0.00135682238447972	0.436215547179623
ENSG00000198729	-3.44736411945535	-0.441811053185257	0.00136431051036162	0.436215547179623
ENSG00000242267	-5.62476659414215	-2.44488989756359	0.00137648712535485	0.436471553930702
ENSG00000248527	2.33631396332592	10.7628268281889	0.00139576889385757	0.438957876389568
ENSG00000225898	-4.54155860596283	-2.80566610214573	0.00143040289463913	0.442321070975795
ENSG00000182575	-2.72781573052137	-0.742910110301266	0.00143059600827657	0.442321070975795
ENSG00000269900	2.09218612720303	8.70461077963934	0.00145247736458896	0.442321070975795
ENSG00000177465	-3.13186652831484	-1.15707197479395	0.00145257649455145	0.442321070975795
ENSG00000267336	-5.17269968668238	-2.23765087782328	0.00148212899210418	0.446498103175861
ENSG00000236365	-3.2096706376585	-2.39023114026518	0.00148956831751747	0.446498103175861
ENSG00000139352	-3.72956910744879	4.1701567304297	0.00151359876621482	0.446995391026768
ENSG00000116882	-3.9312491245964	-1.4382165345117	0.00152628158493808	0.446995391026768
ENSG00000143365	-2.96391983460816	0.0204931613939275	0.00155483015192881	0.446995391026768
ENSG00000228203	-2.24449839102387	2.70927211810393	0.00156240763111426	0.446995391026768
ENSG00000144290	-2.75943558346042	-0.672441060445163	0.00156853004015852	0.446995391026768
ENSG00000170647	-4.48215192355672	-1.37530343474693	0.00157990362219674	0.446995391026768
