genes	logFC	logCPM	F	PValue	FDR
ENSG00000143156	-1.607352490668	2.4370805120183	19.1188392577418	6.91154802855456e-05	0.00601122649904568
ENSG00000254893	-1.60096603803677	4.37563283652521	19.0418426055406	6.91231887904352e-05	0.00601122649904568
ENSG00000026103	1.58272180850942	3.15949041671101	19.1028749982189	7.03436047948762e-05	0.00606273943825839
ENSG00000117155	-1.16543540739507	5.36825292951301	19.1414997290881	7.21601328330929e-05	0.00615420924207681
ENSG00000135378	1.7879845391728	3.03961491430289	18.9689643951346	7.370021776095e-05	0.00615420924207681
ENSG00000163739	2.8076521140666	2.78801209654256	18.9241689087752	7.37714874122561e-05	0.00615420924207681
ENSG00000275713	-1.54017291916218	4.85523734894183	18.9684310590468	7.39550680701243e-05	0.00615420924207681
ENSG00000185728	0.640810146300833	4.9275891871061	19.0499641644814	7.55650858470409e-05	0.00615440045236763
ENSG00000100351	-1.25562836863247	8.44483945088616	19.0724349417298	7.57366512453228e-05	0.00615440045236763
ENSG00000116711	-1.50360050003056	3.69442004827016	18.6848235904737	7.66119784531821e-05	0.00615440045236763
ENSG00000119862	-1.15918769102507	5.06356633922313	18.951739037545	7.66623183831439e-05	0.00615440045236763
ENSG00000069399	1.66478569315747	5.56655402703291	19.0078875681297	7.7450768166184e-05	0.00615440045236763
ENSG00000087074	1.86740166075535	7.58408177072521	18.9967810246752	7.78375452859929e-05	0.00615440045236763
ENSG00000249119	-1.72999356538162	3.00989198759979	18.593383952758	7.84203103326653e-05	0.00615440045236763
ENSG00000163421	1.8460199149056	3.70393280535934	18.8257142723443	8.03154845725472e-05	0.0062523013917645
ENSG00000082781	-1.08547606388915	3.93637597095577	18.5958662236492	8.16871208459524e-05	0.00629354312735576
ENSG00000162645	0.711854583066341	7.01090993041419	18.8504971340746	8.21492213868046e-05	0.00629354312735576
ENSG00000229644	1.91778729563967	2.59229200859546	18.4995110392706	8.51449529524695e-05	0.00646440381686098
ENSG00000162819	-0.841879057054702	6.26527804778903	18.7247082289147	8.57188116189998e-05	0.00646440381686098
ENSG00000178996	0.758525350649947	5.51686522277455	18.6515182081839	8.81019174190274e-05	0.00653991824922363
ENSG00000067182	1.31622849974657	3.77490509779869	18.5495204536616	8.87320511897739e-05	0.00653991824922363
ENSG00000204842	-1.14854027805016	5.95898721340319	18.6061741237051	8.89164360021791e-05	0.00653991824922363
ENSG00000125971	-1.36961287858458	7.03428071916853	18.6135835129143	8.94357557793189e-05	0.00653991824922363
ENSG00000221869	1.47861905814445	5.33366044856178	18.5673097746834	9.08172165763284e-05	0.00653991824922363
ENSG00000231925	1.15830805745007	5.8078962104098	18.5641730254859	9.11316340302416e-05	0.00653991824922363
ENSG00000166889	0.833623000824798	4.70599697327195	18.522861230298	9.14626503310049e-05	0.00653991824922363
ENSG00000171223	1.73198974342762	7.40289128637049	18.5278628346336	9.24487529494913e-05	0.00656182214868706
ENSG00000177663	1.36056293625257	4.60778505861181	18.3593679114671	9.7077264889039e-05	0.0068400499122182
ENSG00000113916	1.14761201758848	6.01540127089176	18.35908226869	9.8362766983019e-05	0.0068804042730948
ENSG00000163735	-1.79741990899849	7.74619065398749	18.3136959964827	0.000100047453395177	0.00694789976707661
ENSG00000278828	-1.53973764369217	6.55589469912492	18.2544662082412	0.000101794577543777	0.00699944503451706
ENSG00000155966	1.20770311981553	3.54803860544957	18.1418651775015	0.000102239899499317	0.00699944503451706
ENSG00000189136	-1.44089720765925	3.1573933542507	17.8618686741625	0.000104372726931854	0.00709514037375485
ENSG00000117586	-1.3280572045346	4.1916371992382	17.9112595639857	0.000106776879862006	0.0072078127364192
ENSG00000173334	1.81440634398597	4.39485537621051	18.0712060035551	0.000107625912812707	0.00720871735283992
ENSG00000197415	-1.62778225674332	4.42189858128157	17.8719044808069	0.000108322926686439	0.00720871735283992
ENSG00000142634	0.735257877295499	7.78767737188337	18.0463280816401	0.000110456443643847	0.00720871735283992
ENSG00000121316	1.66752948648338	3.79865427455465	17.9353158555225	0.000111716688832859	0.00720871735283992
ENSG00000163823	1.52330826088351	4.55795404599689	17.9703599119795	0.000112585974764959	0.00720871735283992
ENSG00000101916	1.46375470126873	2.57977300898242	17.7342681389822	0.000112646670012938	0.00720871735283992
ENSG00000074201	-0.936571301277033	6.29270891360262	17.9765719184095	0.000112942415669852	0.00720871735283992
ENSG00000151693	-1.2998318665731	5.40079985696097	17.8911460475186	0.000113931295313436	0.00720871735283992
ENSG00000261441	-1.44717483577217	5.4355548630905	17.8776002181731	0.000114599238100442	0.00720871735283992
ENSG00000138433	0.874472459733456	5.81467473232817	17.8998229913454	0.000116601275369839	0.00720871735283992
ENSG00000131759	1.0039658698786	5.65944568116802	17.8606128513292	0.000118161033943149	0.00720871735283992
ENSG00000198053	1.90353837062063	4.62149869165373	17.8129250220105	0.000119419906210765	0.00720871735283992
ENSG00000116741	1.62533072995394	6.85072209176618	17.8363507029584	0.000119486074944787	0.00720871735283992
ENSG00000008516	2.52108539309293	4.06605389781706	17.7848093792705	0.000119721992006029	0.00720871735283992
ENSG00000103313	1.14316406066004	5.01897166083824	17.8062375524791	0.000120254013942381	0.00720871735283992
ENSG00000143384	0.917373803049723	8.0027114506201	17.8148296549336	0.000120384880328763	0.00720871735283992
ENSG00000168394	1.37891380366448	4.43474054210278	17.7626767163184	0.000121070940233001	0.00720871735283992
ENSG00000015475	0.802409343840151	4.69265394455229	17.7508691468436	0.000121854898509975	0.00720871735283992
ENSG00000162852	-1.1822978471609	6.08652501224425	17.7603989743988	0.00012190783158649	0.00720871735283992
ENSG00000207142	-1.45431905106957	4.46005190647582	17.5751031347313	0.000122787521162568	0.00720871735283992
ENSG00000162747	2.21588106893106	7.20011769655506	17.7575491381503	0.000123026572128981	0.00720871735283992
ENSG00000204611	-1.23029286095301	1.75530321594137	17.6477693923073	0.000123219554876058	0.00720871735283992
ENSG00000169429	3.39713083597767	7.00403451424933	17.7020639272779	0.000125650160534313	0.00726950206422202
ENSG00000185650	0.948905055408147	7.33236502122069	17.6987365496908	0.000125764720265729	0.00726950206422202
ENSG00000163464	1.8928475199309	3.74620253676911	17.6112364737714	0.000126702096123546	0.00728009127309875
ENSG00000086730	1.07873892519771	3.94096801533091	17.5806003173834	0.000127964873055695	0.00730914153613387
ENSG00000166974	-0.978393340547023	6.79802410202294	17.594084028339	0.000130632026101684	0.00738020204995539
ENSG00000186529	2.39272386035114	2.10592998622096	17.2602006141923	0.000131688334990614	0.00738020204995539
ENSG00000234745	1.40110435362896	9.22053241217052	17.5699924827637	0.000131877932705894	0.00738020204995539
ENSG00000146592	1.49906616288921	4.6921462400433	17.5449834412272	0.000132267166128901	0.00738020204995539
ENSG00000058668	0.799108650797134	4.19717622301988	17.4867768915363	0.000133193386146645	0.00738627484142481
ENSG00000163131	1.12082221567585	7.55980816282376	17.5243543837953	0.000134232559259867	0.00738627484142481
ENSG00000239998	1.39634469428334	3.63656695150408	17.4213595746996	0.00013467153963439	0.00738627484142481
ENSG00000166669	-0.935017194982963	3.89425652762692	17.2748490102558	0.000135797909687493	0.00740597300685517
ENSG00000142166	0.862793041037899	3.86779530784155	17.3877963840007	0.00013685853437824	0.00742188445142219
ENSG00000198586	-1.08630637739	7.80004352143091	17.4380612044393	0.000138694112959141	0.00747940934298655
ENSG00000011105	-1.82766961444616	3.42311448875128	17.0448260606804	0.000141764124354793	0.00760249495776012
ENSG00000234456	-1.63999220129856	3.67018001703254	17.015348547245	0.000145442397059291	0.00767788336013161
ENSG00000221823	-0.722304055664216	6.60433633361457	17.3012437463488	0.000145887523379591	0.00767788336013161
ENSG00000128383	1.12796385224934	5.53266517836187	17.2818094514893	0.00014684668339231	0.00767788336013161
ENSG00000197461	-0.96191504904003	4.19777702759623	17.102271015515	0.000147453492956252	0.00767788336013161
ENSG00000151748	-0.745546981223192	3.5064512118629	17.000248867333	0.000148655262191991	0.00767788336013161
ENSG00000069966	-0.898421994543755	4.50631992253524	17.0996474978021	0.000150261996722601	0.00767788336013161
ENSG00000205531	-0.505967486568534	5.8657373726949	17.2070981029299	0.000150545342705784	0.00767788336013161
ENSG00000108953	-0.980997328848527	7.97276466597764	17.216403904712	0.00015076063887603	0.00767788336013161
ENSG00000152601	-0.980622793660669	9.21351935657245	17.2013626472343	0.000151531762181126	0.00767788336013161
ENSG00000151247	-0.879153065719695	4.27443905649218	17.0303708059526	0.000153215219042555	0.00767788336013161
ENSG00000072042	-1.30827259634705	4.91812841655823	17.0658851970764	0.000153363016197199	0.00767788336013161
ENSG00000131238	1.1748244226468	3.66309752802846	17.061134795654	0.00015423429688855	0.00767788336013161
ENSG00000151090	-1.82831572759068	2.34404589053553	16.9946550026449	0.000155543148495097	0.00767788336013161
ENSG00000141232	1.45202890954428	4.53541652733717	17.0868218989864	0.000156491690077058	0.00767788336013161
ENSG00000110876	1.16487348498193	4.45641767112389	17.0801584430366	0.000156590607350981	0.00767788336013161
ENSG00000111554	-0.983702390134746	4.34540548529974	16.9495224580518	0.000157552041887341	0.00767788336013161
ENSG00000132475	0.979231023095217	7.95742561628712	17.0862911165597	0.000158283769241086	0.00767788336013161
ENSG00000201955	-1.3748380659809	4.83598287980226	16.9571616049117	0.000159425103642582	0.00767788336013161
ENSG00000149131	1.5332225609669	4.89811332521191	17.0467830390612	0.000160018090945022	0.00767788336013161
ENSG00000159388	0.931902916191073	6.53120343936364	17.0506811545496	0.000160510675247818	0.00767788336013161
ENSG00000156026	-1.2334286819504	5.23316449807553	16.9577127450504	0.000161747115934447	0.00767788336013161
ENSG00000115828	2.01459739407691	2.30846851148408	16.7504160509244	0.000162797517061003	0.00767788336013161
ENSG00000108244	2.18902780862028	2.71725132146423	16.8283665655667	0.0001630723841165	0.00767788336013161
ENSG00000104870	1.55707669200414	4.14563081713189	16.9449779468934	0.000164132511870047	0.00767788336013161
ENSG00000200494	-1.29605719940447	4.27275274462076	16.8022066227755	0.000164554269823057	0.00767788336013161
ENSG00000204136	-1.43399255240346	4.80305526909943	16.8629435110183	0.000164614046600049	0.00767788336013161
ENSG00000147394	-1.05560391634904	5.56673720624938	16.9320194648879	0.000165357568635906	0.00767788336013161
ENSG00000131966	-0.871721050467793	4.97184672457587	16.9065270145318	0.000165440768559761	0.00767788336013161
ENSG00000177425	-1.00721766040482	3.07208455972119	16.6223919915927	0.000167691837581408	0.00769673520979378
ENSG00000110880	-1.05160096989127	7.33940752565631	16.9075974053582	0.000169408946125071	0.00769673520979378
ENSG00000103194	-0.641770371389085	4.97097187296071	16.8533211917797	0.00016954737659284	0.00769673520979378
ENSG00000035664	1.59275281896116	2.14392271877722	16.61167175559	0.000169754953272203	0.00769673520979378
ENSG00000116514	1.13995494225197	4.88743768483067	16.8859178034475	0.000169833688976077	0.00769673520979378
ENSG00000137414	1.3826807808307	4.28207491182987	16.8102556634711	0.00017328764006904	0.00776550072819824
ENSG00000142856	-1.28251637272099	4.21894339842803	16.6427620914112	0.000173977223429867	0.00776550072819824
ENSG00000172183	0.968590315507964	5.80604840320232	16.834994371579	0.00017405477019304	0.00776550072819824
ENSG00000155158	-0.85134826013286	2.84157027317893	16.5178506926672	0.000174568906870301	0.00776550072819824
ENSG00000163960	-1.13637735142116	8.42355818465725	16.798582131227	0.000176591344118256	0.0078172779504647
ENSG00000167552	0.904061895473715	5.68838578579374	16.7837289435874	0.00017735251954333	0.0078172779504647
ENSG00000065833	-1.71240281142564	2.66259673826116	16.6028090315662	0.000182195095773671	0.00799422390683294
ENSG00000147036	-1.31491894098203	2.72451136535881	16.47671702175	0.000183106231660933	0.0079978482091538
ENSG00000163545	1.28170155359161	4.66721330768495	16.6628935207289	0.000184399218585476	0.00801804350002522
ENSG00000204577	1.84940505017425	3.64621112876599	16.5627296137769	0.000187880521882892	0.00813278330823121
ENSG00000078142	-1.05383929274361	5.94888202638275	16.5960486819652	0.000189249569520938	0.00815547363654292
ENSG00000206560	-1.45220725643385	6.68055227300438	16.5753982134982	0.000191665609521259	0.00822288057203872
ENSG00000167522	-0.969926302091586	7.77214340744815	16.5624001016526	0.000193251345612527	0.00825422672211383
ENSG00000145012	-0.716255155876213	5.42792432343501	16.48111601516	0.000197075074648341	0.00836683440053357
ENSG00000074966	-0.956313495223641	3.28019705956648	16.1995363015516	0.000199603730273291	0.00836683440053357
ENSG00000131669	1.49868777011094	5.63585972636063	16.4600957401477	0.000200725198652883	0.00836683440053357
ENSG00000169756	-1.0727850823279	7.48679156352147	16.4475867544613	0.000201917693744153	0.00836683440053357
ENSG00000099860	1.44374336239782	5.19338794742447	16.4316799455717	0.000202091137418638	0.00836683440053357
ENSG00000151575	-1.40667316501204	3.69405452480154	16.1725616429484	0.000202481785419939	0.00836683440053357
ENSG00000137073	-1.09945828288546	7.21870909671693	16.4335948829311	0.000202924876749733	0.00836683440053357
ENSG00000171236	2.58752507803278	3.1860171948766	16.3235273282534	0.000202994580965473	0.00836683440053357
ENSG00000260032	-0.805032514375286	6.98006092655485	16.4084754059372	0.000204900782742685	0.00836683440053357
ENSG00000158156	1.89265896711549	2.10154405928029	16.1337443974277	0.000204972646404217	0.00836683440053357
ENSG00000107738	1.66093118173745	6.03954196332802	16.4005906123376	0.000205422122959335	0.00836683440053357
ENSG00000141574	1.26938941782684	4.68091902942868	16.3367812439216	0.000208894313845672	0.00847250761156418
ENSG00000146859	-1.13340673914685	5.63060775708232	16.2475743749796	0.000214788220810545	0.00863214130185811
ENSG00000139323	-0.968876524935206	4.84704000329476	16.1982938225531	0.000215746032162133	0.00863214130185811
ENSG00000196209	1.96901284631999	1.92777005370395	15.9839088910767	0.000215845599550838	0.00863214130185811
ENSG00000142046	-1.14098837776858	3.2773247761534	15.9754076894404	0.000217477686315775	0.00863214130185811
ENSG00000138443	-0.904127351581488	3.65407188227293	16.026638012373	0.00021811155696627	0.00863214130185811
ENSG00000150403	0.970667440122173	3.47785780614614	16.1157282553635	0.000218648385530076	0.00863214130185811
ENSG00000172354	0.766340515135854	5.51962618611829	16.2289981845503	0.00021908988075782	0.00863214130185811
ENSG00000243646	1.16754671391233	2.72799876091531	16.0080986237487	0.00022129638271333	0.0086836340745194
ENSG00000226950	-1.09841826547266	1.75327094718486	16.0661764762705	0.000223873442445096	0.0087341664160965
ENSG00000177324	-1.56969288903568	5.82429990292394	16.1329417097568	0.000224393791690866	0.0087341664160965
ENSG00000164691	0.951689035647097	5.52082334099354	16.1035171711752	0.000230040218453969	0.00891798485436211
ENSG00000143353	-1.27908457410461	5.21077397978088	16.0249894681603	0.000231416375746772	0.00893544910033438
ENSG00000140030	0.903163013831622	3.3585075120901	15.9171687972685	0.00023580064210468	0.00906846055074292
ENSG00000204642	1.20872547537048	5.83540404826939	16.005993969896	0.000239079692701345	0.00915808045097651
ENSG00000140941	-0.974318370250344	7.08305984148971	15.9908837870377	0.00024063080274259	0.00918106379001669
ENSG00000252316	-1.09055738225691	10.5735018651816	15.9695519516489	0.000242504449387001	0.00918696816291062
ENSG00000101162	-1.12808485835736	9.19116782127314	15.9683777150723	0.000242688996326759	0.00918696816291062
ENSG00000198589	-0.946539171578025	6.49960608142087	15.8898080464329	0.000249682192938448	0.00940625336404723
ENSG00000031003	-1.03941544871605	6.99250126580369	15.8850226481537	0.000250560786840518	0.00940625336404723
ENSG00000196358	1.97345128434596	2.43424656340777	15.6591921394647	0.000251405093538194	0.00940625336404723
ENSG00000173542	-1.13827436450708	6.39232125285511	15.8374876083074	0.000254524835423007	0.00948620940671155
ENSG00000206503	1.27107935898147	8.19773494775557	15.8043464260869	0.000258611254386485	0.00960144014843363
ENSG00000135821	0.990830200827556	7.19944082579395	15.7791257936426	0.000261254926356062	0.00966242836825698
ENSG00000186866	1.77349639816743	2.1477074593653	15.5157968297274	0.000262393244883729	0.00966329469727151
ENSG00000100600	-1.36216862989878	2.65800908906185	15.5567045222357	0.00026365373349208	0.00966329469727151
ENSG00000202354	-1.19250114313869	11.0579014317509	15.7474981094013	0.000264281549785526	0.00966329469727151
ENSG00000181631	1.57677436932984	3.32402700373544	15.6345488601521	0.000265517292252855	0.00967184310232759
