NAME	platelet	erythroid	neutrophil	monocyte	macrophage	myeloid prog	dendritic cell	basophil	mast cell	b cell	plasma cell	plasmablast	t cell	nk cell	ILC	HSPC	thymocyte	adventitial cell	fibroblast/mesenchymal stem cell	pericyte cell	smooth muscle cell	stromal cell	endothelial cell
AL662789.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
AL662795.2	1.0	1.0	1.0	1.0	1.0	44.7274512976905	1.0	1.0	1.0	71.2003940265897	4.20070867133289	9.63104213371381	29.5377832944979	1.0	1.0	55.9025779978226	1.0	15.1961418165254	17.2576293060862	1.0	5.7608668507353	1.0	1.0
AL662797.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
AL662844.4	1.0	8.89019673838029	107.250911895864	54.6739519541578	1.0	35.3032604088781	1.0	1.0	1.0	1.0	10.2760415116575	1.0	1.0	14.3370858613673	52.0063795132094	22.8351627055292	1.0	1.0	1.0	1.0	1.0	1.0	1.0
AL662860.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	94.016545865742	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
AL662890.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
AL662899.2	1.0	29.631022577398	1.0	1.0	1.0	1.0	27.3324204760902	1.0	1.0	1.0	6.28295638584355	1.0	1.0	1.0	1.0	62.6696965194814	74.5539153171353	1.0	1.0	1.0	1.0	1.0	1.0
AL669831.1	1.0	1.0	1.0	1.0	1.0	7.13054750076503	27.3324204760902	1.0	1.0	1.0	1.0	1.0	45.3880910521133	16.7356224939385	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
AL669831.5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4.44084768050704	1.0	1.0	1.0	22.2797183698177	20.2411029913286	1.0	1.0	1.0	21.7225714711995	1.0	1.0	1.0
AL683813.1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	38.0798994646423	17.6187703661306	1.0	1.0	1.0	1.0	1.0	29.3674227679137	1.0	28.5745980203204	1.0	7.76999864085804	1.0	21.4739914797438	28.8818196253132
AL691403.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
AL691432.1	1.0	1.0	1.0	1.0	1.0	7.48458723201718	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	7.154462639155	1.0	1.0	1.0	1.0	1.0	1.0	1.0
AL691432.2	1.0	1.0	1.0	25.525213230638	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	94.8938477584932	11.2636048371298	1.0	1.0	1.0	1.0	1.0	1.0	1.0
AL691482.3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
AL731533.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
AL731557.1	128.340817213699	1.0	1.0	1.0	1.0	1.0	1.0	35.4024514184115	68.0046341967801	1.0	1.0	1.0	1.0	1.0	1.0	1.0	70.3752426002521	1.0	1.0	1.0	1.0	1.0	1.0
AL731569.1	1.0	1.0	1.0	1.0	1.0	11.864594450661	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.5443086213585	1.0	1.0	1.0	1.0	1.0	1.0	1.0
AL807752.1	1.0	1.0	1.0	1.0	1.0	1.0	31.0906228514349	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
AL844908.1	1.0	1.0	1.0	15.4995554903944	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
AL844908.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
AL845472.2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	38.9396371923347	1.0	1.0	1.0
AL928654.1	1.0	1.0	1.0	1.0	1.0	7.44247409041049	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	8.92649741968683	1.0	1.0	1.0	1.0	1.0	1.0	1.0
AL928654.4	1.0	1.0	1.0	1.0	36.3602195642712	10.4229073802231	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	58.7410404872949	1.0
AL928970.1	1.0	1.0	1.0	1.0	1.0	14.2131242767989	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
AL954642.1	76.1488914479405	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ALAD	1.0	114.54205021947	1.0	36.27892013124	15.1942248232449	183.2974399422	59.9099002951337	7.63543310744504	1.0	1.0	9.21347014771179	1.0	1.0	30.6833213172844	43.2681111154669	55.7435631896579	1.0	1.0	35.0321331697043	47.3841027304611	43.9509030193044	1.0	34.0089469285851
ALAS1	71.0123364053741	15.8192707284189	1.0	41.6327867955764	39.7353227899642	29.0247054956739	30.0832945556073	176.089943685766	146.959928208934	1.0	32.4364856796928	10.2108228063173	1.0	36.9943155592109	45.5528135410074	37.6303360664331	46.6114375143559	58.9824361437392	1.0	28.9597420150384	37.4148627417214	41.2669985981544	122.44809983612
ALAS2	1.0	1830.12610496445	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ALCAM	1.0	4.51074175774784	89.7217825849695	145.064469045501	141.78947613577	31.4767394295146	639.083473798083	26.9640862938184	1.0	136.174858578335	20.6617334908815	17.6633522484611	1.0	1.0	1.0	217.957262895946	1.0	40.450818593711	1.0	60.3133673749322	177.542009646276	198.30510124587	1.0
ALDH16A1	20.3381047897659	24.4994791037595	1.0	10.8994368834758	25.3147804547927	33.7913123975565	24.8770519367811	16.17008862703	74.6928362309466	33.7318565418937	18.6847841561232	96.4631783004638	20.0046902123727	27.2714453038035	1.0	40.3918615882026	1.0	13.4311703739474	21.7623780191333	8.80008395400048	1.0	25.8052112857816	30.8946241444414
ALDH18A1	1.0	22.2727638103692	1.0	37.2095970641659	1.0	48.9819332270705	1.0	1.0	1.0	1.0	35.7484860969628	60.8185629170301	1.0	1.0	12.283749910852	21.5573858393057	1.0	22.9226935823103	32.1947400196726	24.1116297676969	25.6288025295731	29.8705202436474	61.2868394638483
ALDH1A1	1.0	116.406082033328	1.0	313.012354351708	195.847112429061	350.909530434781	1.0	537.954917706426	357.027004276411	1.0	1.0	1.0	1.0	1.0	1.0	277.765676290066	1.0	272.302058115266	228.983376389843	76.0181430647183	192.489366267127	89.7150943080304	21.8878024867002
ALDH1A2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	50.9374452660702	1.0	1.0	1.0	26.375995964944
ALDH1A3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	54.1563023532672	534.286415102998	1.0	1.0	1.0	80.5809163366911
ALDH1B1	1.0	16.5071321537372	1.0	1.0	1.0	19.057181037231	1.0	9.78110670107522	1.0	1.0	1.0	1.0	1.0	1.0	28.7524499325684	25.3783516534897	1.0	1.0	1.0	10.9791142506093	124.242826237033	11.0228580352201	1.0
ALDH1L1.AS2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ALDH1L2	11.7331898643072	1.0	1.0	1.0	1.0	1.0	31.0906228514349	1.0	1.0	1.0	16.0075631675954	1.0	1.0	1.0	1.0	1.0	1.0	14.4385103568615	28.0925760222829	35.8308573601404	49.9539922123947	1.0	1.0
ALDH2	1.0	9.67011511798496	1.0	258.991344065445	434.612935811601	33.8318973468409	748.897540568546	555.455478179341	45.4421267741855	90.8067022842641	1.0	1.0	1.0	1.0	34.1575037575251	50.8983590755349	1.0	521.989679098729	262.531642076186	141.874603967333	555.217979018517	167.629617615235	116.813354299166
ALDH3A2	1.0	9.04539531564033	1.0	43.8520288596157	49.543007185509	35.1371121803586	1.0	6.25385302448176	81.2993329856346	36.7329977221741	15.4084203442591	35.7047823753321	1.0	41.5236336889671	34.1995238523005	56.2679836616271	1.0	81.6138916987591	45.6489377955078	22.2508403140133	108.068648990024	1.0	56.7068321118601
ALDH3B2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ALDH4A1	1.0	10.8922292345034	1.0	1.0	1.0	14.9344742702739	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	28.2684794096148	1.0	1.0	1.0	19.9761762993903	1.0	1.0	10.2876990584163
ALDH5A1	1.0	43.8592816004991	1.0	1.0	1.0	64.4691385031741	1.0	23.7465829809184	33.7247030371153	1.0	12.8930399098724	17.6633522484611	72.5278759422262	1.0	46.8982674388157	27.5516133122296	82.2115316462174	1.0	1.0	1.0	1.0	1.0	1.0
ALDH6A1	1.0	40.2711782654404	1.0	1.0	1.0	42.1775725893056	22.0084033613445	34.3570521287547	1.0	1.0	8.1901853261581	7.61717853095548	1.0	1.0	41.9315543720781	22.4211774046092	45.7253372164192	126.269192014399	65.6209474918372	59.7813829794465	34.0362769242981	1.0	12.3573367200208
ALDH7A1	1.0	1.0	1.0	1.0	1.0	29.870278638263	3.57937965322509	1.0	1.0	1.0	1.0	4.07027426877245	1.0	1.0	41.9315543720781	16.5065358532189	1.0	45.0602199959576	56.9605238681114	29.7295727012779	44.8271792931958	1.0	68.5034735704118
ALDH8A1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ALDH9A1	76.4708685547655	32.1397611908164	40.4819308164041	60.4621199886701	117.011929039178	47.3622133063057	31.1859454238107	77.137425488476	29.1306075584535	67.0104169259542	28.0474858836848	38.1537492598787	109.044171935264	142.636343463539	148.427827982239	65.6457529451581	125.773225111689	95.1301631084486	110.501872248838	89.367653999066	70.7830872676233	62.7130688859889	65.066973384894
ALDOC	1.0	1.0	1.0	52.9606112421859	29.9841670465302	21.5584305915784	24.1560439019359	1.0	1.0	21.5566408607886	1.0	1.0	1.0	1.0	26.2116679513457	40.6307388168455	1.0	19.2592675984656	1.0	33.6500408604865	21.8064609822102	1.0	15.5446735435346
ALG1	26.5689539310084	14.6854715022585	1.0	24.6146474085609	23.3355472038129	36.3893479312893	24.1010903714655	19.7796242104914	1.0	1.0	24.8856714887478	18.3544208668311	1.0	37.0520064849326	22.0148609315981	15.5212139397392	91.4083850730982	1.0	16.312314422501	1.0	1.0	1.0	1.0
ALG10	1.0	5.14668509851767	1.0	1.0	1.0	11.6246747539828	1.0	1.0	1.0	1.0	7.16690050460442	16.2114447664385	1.0	1.0	1.0	34.3277003422835	1.0	13.835317361558	1.0	1.0	1.0	1.0	1.0
ALG10B	1.0	1.0	1.0	1.0	1.0	27.107739582215	31.0906228514349	1.0	1.0	52.7804015937906	1.0	1.0	1.0	1.0	17.7416015225794	21.362384222494	1.0	1.0	30.1289313681519	40.5268852329205	19.7199164348074	1.0	1.0
ALG11	1.0	16.0780199677632	1.0	1.0	1.0	40.2630992656418	1.0	1.0	1.0	1.0	13.0280198316451	10.2108228063173	1.0	25.0591130676937	1.0	16.6479801643558	100.906360631329	11.8671818477872	10.9064228261553	27.5066503189189	33.9436840593779	1.0	38.2185418823318
ALG12	1.0	15.838846694639	1.0	9.23439032724763	48.6421057163073	7.12201837224616	52.1490015999013	1.0	1.0	1.0	8.11561804014023	7.59977613101588	45.3880910521133	25.0726204704656	1.0	11.3747595135567	62.214937036645	32.6921299041762	23.8470233574362	1.0	33.4517358901051	29.3126174196496	27.5969511202479
ALG13	12.2788705296943	41.0464497675494	1.0	36.7624919428738	62.7862711775213	98.4201433731719	1.0	171.654635751123	250.342131840868	199.965028290775	51.3983142463534	97.5643701971189	130.746949151059	123.094194360069	174.022753234455	50.159300213565	224.029945159098	69.9860866867676	38.9948159517972	64.4762165905281	73.3266251796541	22.9925335522697	129.626045175743
ALG14	1.0	11.1547909970752	1.0	1.0	7.76556061175611	15.2595485559371	1.0	1.0	29.0809398876821	1.0	49.6532812331036	53.6516844354929	26.0438108079203	1.0	19.3334698259232	1.0	1.0	13.542352822526	42.0354191523688	47.7980053186387	36.305841490692	1.0	21.0886225235886
ALG1L	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ALG1L2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.5715578683994	1.0	1.0	1.0	1.0	1.0	11.0164755444155	1.0
ALG2	1.0	11.7163792079572	1.0	18.9448748008174	61.1698364095454	47.9950558577317	65.0215292070892	1.0	41.3477231535317	22.6444648159667	37.6432682236638	21.5424327764593	1.0	108.704515448855	18.7208434792619	33.5606863941687	29.3639256437423	43.2743020302138	34.2638927055419	101.363711116236	8.13679472387828	113.310496524259	66.496372367865
ALG3	20.4572606898633	52.4232297410041	1.0	56.5745578331922	46.4423597206439	77.2200153091842	24.1010903714655	37.7062563001555	1.0	21.5648239490537	57.9676007694413	76.784273328249	49.3278739616825	33.707698645666	1.0	66.5575779190334	41.7130918769639	57.6562326595321	42.1240901702747	28.5226953219851	20.5150531046063	101.586236120554	39.6508199914758
ALG6	1.0	7.18779730437726	1.0	17.1172286564798	1.0	51.1976553901084	1.0	12.4184820105121	18.8512454825412	1.0	5.92098119153283	9.63104213371381	1.0	40.5857117587407	1.0	26.9032946488068	46.7882958700314	17.8660119441385	18.4918212267228	1.0	1.0	1.0	19.1579718523955
ALG8	1.0	21.006563372436	1.0	8.60574842006506	32.3802972163391	105.054802070478	1.0	1.0	13.0142726016995	21.5635300137452	22.6771212464435	25.0874505977057	42.3735036880106	50.735008577065	46.8259028520767	48.4230279723257	1.0	37.5784838870932	21.1203346386301	7.86494912556287	1.0	29.3683504238013	39.6761787862794
ALG9	1.0	1.0	1.0	1.0	1.0	12.3536934998896	1.0	1.0	1.0	57.0718047255101	24.1563733617879	74.5083293239912	1.0	1.0	1.0	10.6432229406454	1.0	1.0	1.0	38.9958150155909	12.6396703522693	1.0	16.9445563225008
ALK	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ALKAL1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ALKAL2	1.0	1.0	1.0	1.0	1.0	8.60389196363539	1.0	1.0	1.0	31.3939483867634	1.0	1.0	1.0	1.0	1.0	1.0	1.0	220.796865311816	11.8661032917634	107.771602956463	1.0	65.0225813199613	1.0
ALKBH1	1.0	11.3277952702604	1.0	1.0	1.0	12.4326561795014	53.6648409521803	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.2505563912233	77.5953735533217	33.9951080955994	1.0	6.77958959098183	1.0	1.0	38.2185418823318
ALKBH2	1.0	30.9143444147716	1.0	1.0	1.0	77.3025142215986	1.0	68.6170377529041	1.0	18.2092557855553	25.1316173700493	18.2620842674276	1.0	1.0	19.4412849385055	27.9900991375504	1.0	53.2495190940207	53.064113673638	61.0745982834767	23.076345395406	95.5637568695672	20.9935803166474
ALKBH3	1.0	22.2680463036131	1.0	1.0	1.0	26.5524477636139	24.1010903714655	76.7907117654049	15.7631709345127	1.0	7.37223682319936	17.3354929776275	1.0	87.0221908763105	1.0	36.9430671393886	1.0	47.0790059750104	17.4458389140203	29.1694328534351	25.2009319538199	5.98372756805896	19.0617438610063
ALKBH4	1.0	11.4628890910453	1.0	1.0	1.0	32.1311973729261	1.0	3.62692651224088	1.0	18.8664988610871	1.0	7.59977613101588	1.0	1.0	1.0	23.8641760362391	128.337034247471	30.0932232738071	15.8519756232024	15.3386712875376	1.0	1.0	18.0957301056244
ALKBH5	14.533698519612	34.67702875584	48.8155988845253	97.1444880401817	149.013449028229	94.5473832169686	70.7189999815296	131.220674871098	119.905833221446	82.4686296618172	73.3274831077555	48.5386303014391	282.989783070715	86.3408148476524	142.739181619226	101.761373641057	156.783130441875	164.889201179105	87.9927884476516	131.41460429579	72.6698425349216	117.38725165808	164.361403024457
ALKBH6	1.0	9.79350848960668	1.0	11.2370804838213	31.3848073506992	6.03416928945065	32.2031952071892	1.0	1.0	1.0	1.0	4.07027426877245	40.2494094491955	19.9962181411004	1.0	20.8112658518226	111.539543995945	1.0	1.0	1.0	1.0	1.0	1.0
ALKBH8	1.0	1.0	1.0	30.2529339474955	1.0	27.9573433307056	1.0	19.8380092462267	1.0	1.0	6.14024136069065	1.0	1.0	33.8970515325025	1.0	8.034193653682	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ALMS1	1.0	8.6468749417427	1.0	1.0	1.0	31.3017587756525	1.0	1.0	1.0	87.0568853438211	7.03909699065589	1.0	28.0780427026553	30.6833213172844	29.9822740142252	23.8140769157182	1.0	22.1745204405714	25.0101050728786	47.1532212949772	8.13471933956431	47.2736873052182	1.0
ALMS1P1	1.0	1.0	1.0	1.0	12.8512755446936	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ALOX12.AS1	41.6105790234393	23.8779844530054	1.0	41.2635235924525	1.0	15.4653558725653	31.0906228514349	1.0	1.0	21.5566408607886	1.0	1.0	1.0	5.94166208767122	1.0	11.2394356192148	74.3111038102607	14.0328934690692	1.0	1.0	9.68994357588112	1.0	1.0
ALOX12B	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ALOX12P2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ALOX15	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ALOX5	1.0	1.0	525.733406573266	262.280223670525	214.704801388807	1.0	142.691346984574	411.601257620037	152.226974586069	133.906922649113	3.08935792869	7.59977613101588	1.0	29.6549821385238	1.0	25.642281841005	1.0	14.1417281883734	1.0	1.0	1.0	1.0	1.0
ALOX5AP	22.5965999788714	1.0	3348.60438631018	218.546933976622	1030.31896314011	1.0	33.1750321750322	2087.01049213493	1729.97308885487	195.793521535051	41.7863884348609	23.0000819979738	354.672354542082	530.154770456183	318.043858422259	183.856642604308	159.736338322412	27.2834563767468	1.0	1.0	1.0	1.0	1.0
ALPK1	1.0	1.0	313.624355437702	35.186372334314	30.5831651133842	30.0963302056207	61.7013545828679	39.5295209676584	1.0	27.5043490448678	1.0	1.0	1.0	1.0	14.0110845511702	37.9470823924702	66.8021848423582	29.5353781888455	29.0889391556526	14.912515035558	51.9513764149074	1.0	46.3623967558997
ALPK2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ALPK3	1.0	1.0	1.0	1.0	40.6678669108704	1.0	32.2031952071892	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	16.1033108982452	45.2278134268458	64.2716922413953	1.0	24.1873423907175
ALPL	1.0	1.0	1485.98102224254	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	30.2575157769913
ALS2	1.0	9.0438416665818	1.0	1.0	8.07545786182745	23.7306370147019	31.0906228514349	52.8406016908911	39.8845030656788	1.0	1.0	6.44516432587582	1.0	1.0	1.0	90.5838447906314	1.0	12.9625145668573	1.0	1.0	16.6977072918293	1.0	43.6917180377212
ALS2CL	1.0	1.0	1.0	1.0	1.0	1.0	183.796993824683	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	33.2983888253958	25.1692918588073	1.0	1.0
ALS2CR12	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ALX1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
ALYREF	78.3524191590635	121.490687654921	46.7454719160081	113.037066813534	19.2744198719668	208.745723816862	98.8893736068637	58.7524604568883	43.1636953682597	165.220492659789	111.452941852977	125.602227358034	96.1678463529254	167.159880902995	92.5166746789344	204.039767551379	1.0	35.7673488943948	44.5142150406345	82.5042817566583	53.6339499810517	150.096130096613	88.3269317875829
AMACR	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
AMBP	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	58.0755665889958	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
AMBRA1	1.0	3.73664700750164	1.0	15.4995554903944	12.4822425614608	15.310609497157	1.0	1.0	1.0	50.3189275645988	1.0	6.44516432587582	1.0	1.0	1.0	8.034193653682	71.4780502286267	1.0	1.0	1.0	15.0711698297919	17.046971482939	21.7228439195446
AMD1	636.957378400546	182.245471281318	233.477604799192	150.771165116826	246.030130129788	648.917175550348	201.96162040928	215.783236094187	296.476089814161	249.750961995869	64.2571526821196	179.332036036661	371.252226259234	243.838219406308	393.046289704991	597.900794568517	200.301371901991	93.7276465036431	249.219502926573	329.394639991792	119.06266570813	430.509041187859	161.008572491562
AMDHD1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
AMDHD2	1.0	9.60521550425488	1.0	26.8714797762765	33.0178176662353	23.6444059879704	108.600658273066	106.981948706486	1.0	1.0	22.9472488154147	70.1191238732693	1.0	25.0591130676937	44.4202575220211	21.9489698011161	79.9849018257721	48.1531854363891	24.2243498181605	1.0	1.0	1.0	1.0
AMER1	1.0	1.0	1.0	1.0	1.0	3.42638575085109	1.0	19.3202301773853	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.9883283482783	1.0	1.0	1.0	1.0	1.0	1.0	26.2291141127205
AMER3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
AMFR	376.882633333151	27.2611494813246	1.0	53.927416413874	44.5627618208017	59.0994005866028	114.287139737671	12.5021680078332	15.8045045943295	75.1673946709971	9.22341566430474	25.4798113512046	26.0438108079203	1.0	99.6186577830413	64.6913639705264	1.0	30.0059725264554	61.9609892518488	22.735184041648	78.7925600103929	84.7507522206074	55.5412737529609
AMHR2	1.0	19.4848898781909	1.0	1.0	1.0	13.3000211065616	1.0	53.456516764946	108.849485762375	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	11.3958490336629
AMIGO1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	45.4967319285255	1.0	1.0	1.0	1.0	9.35274419067355	1.0	1.0	1.0	1.0	1.0
AMIGO2	1.0	1.0	1.0	1.0	17.9250683688691	1.0	49.6752199373701	53.7178319943025	1.0	1.0	1.0	8.93226019749915	1.0	1.0	1.0	1.0	1.0	9.35274419067355	20.3583047990038	61.1765376241192	84.5177848457262	22.9960766321415	1.0
AMMECR1	1.0	32.8057989418749	1.0	1.0	13.0182357297813	100.436373270858	1.0	1.0	1.0	35.6936151271852	1.0	4.07027426877245	1.0	1.0	1.0	24.1548048568193	138.713267651322	14.8350798060208	1.0	1.0	1.0	36.1848671296274	18.1111819670625
AMMECR1L	17.4018639917329	9.36468746648291	1.0	30.5680839741289	1.0	13.5925150562096	31.0906228514349	3.62692651224088	26.7768855106213	1.0	1.0	4.07389468184566	41.1195167551728	1.0	1.0	29.5960296161876	1.0	14.1502728645703	21.6142473658755	3.21082288971201	19.8619762715335	29.8705202436474	25.0975974708243
AMN	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	8.35764018302022	1.0	1.0	1.0	1.0	1.0	1.0	1.0
AMN1	62.4545303315926	1.0	1.0	1.0	12.9908752645809	13.8244420382098	1.0	17.2476879703547	1.0	92.8054612304369	1.0	1.0	1.0	1.0	1.0	31.1295732749386	1.0	1.0	1.0	32.0357730579001	19.5651837276516	1.0	1.0
AMOT	1.0	1.0	1.0	1.0	1.0	5.56464901099268	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
AMOTL1	31.2777217211614	7.73097501102178	1.0	1.0	1.0	28.1608323157242	1.0	40.3331828123964	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.395232646463	1.0	1.0	40.2161725487086	23.5062756270084	51.9828067582849	163.783224101493	104.338449278546
AMOTL2	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	90.5549505872485	96.7205661704166	71.8371500821025	42.7959675117826	1.0	62.9266717298976
AMPD1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	6.48042315656146	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
AMPD2	70.6410277362585	34.6606171301016	137.01271953746	33.2908495185628	62.1225197994155	53.1826890198237	59.6777443557413	1.0	1.0	1.0	4.20868857972809	1.0	1.0	1.0	1.0	35.6794823255385	1.0	1.0	19.5824742842825	1.0	15.0711698297919	37.8913018742112	1.0
